student_id,sleep_hours,addiction_score
1359,4.62,7.93
1360,5.44,9.3
1361,7.64,7.9
1362,5.21,9.58
1363,8.18,14.44
1364,6.35,4.82
1365,5.61,1.2
1366,6.06,8.33
1367,7.55,5.72
1368,6.58,11.31
1369,4.04,8.22
1370,8.61,16.12
1371,4.33,4.9
1372,8.69,6.47
1373,4.14,9.47
1374,7.85,7.43
1375,6.67,17.01
1376,6.53,8.87
1377,4.36,20.81
1378,5.19,5.87
1379,7.89,4.66
1380,8.46,1.77
1381,6.65,8.4
1382,5.77,4.82
1383,4.3,1.25
1384,7.41,5.63
1385,5.39,7.11
1386,4.28,8.58
1387,7.33,6.24
1388,6.43,14.27
1389,4.06,6.62
1390,4.55,15.29
1391,7.5,9.48
1392,4.32,11.54
1393,8.33,7.19
1394,5.56,7.13
1395,4.44,10.95
1396,7.8,4.92
1397,6.62,6.42
1398,5.53,5.53
1399,6.03,19.28
1400,4.11,9.57
1401,7.31,11.21
1402,5.83,13.14
1403,7.57,16.21
1404,7.14,9.72
1405,7.26,9.35
1406,7.96,17.62
1407,7.16,14.54
1408,6.09,0.93
1409,5.95,5.93
1410,4.6,13.47
1411,7.9,15.53
1412,7.81,7.93
1413,5.23,8.13
1414,8.31,16.36
1415,6.95,8.48
1416,6.39,13.64
1417,4.09,2.9
1418,5.91,15.55
1419,7.2,11.92
1420,4.45,10.55
1421,6.3,10.42
1422,8.97,4.2
1423,7.58,9.37
1424,6.73,13.45
1425,6.67,12.1
1426,4.22,8.54
1427,8.79,10.53
1428,8.64,12.86
1429,7.41,-0.56
1430,4.5,5.69
1431,5.04,13.02
1432,4.92,2.18
1433,6.6,13.04
1434,5.04,11.42
1435,7.48,16.22
1436,6.73,0.22
1437,4.09,13.2
1438,7.72,5.35
1439,4.94,4.64
1440,8.12,7.33
1441,5.78,5.05
1442,5.69,14.48
1443,4.06,18.71
1444,8.94,3.58
1445,7.06,6.45
1446,6.11,9.43
1447,4.48,13.57
1448,7.5,16.2
1449,5.41,6.03
1450,8.94,11.54
1451,8.75,14.57
1452,7.68,7.87
1453,8.86,20.96
1454,4.53,12.79
1455,5.4,10.22
1456,5.27,14.62
1457,4.36,16.09
1458,8.86,5.88
1459,4.3,8.24
1460,8.28,1.28
1461,7.84,18.02
1462,5.88,10.54
1463,4.09,1.45
1464,4.03,19.0
1465,5.02,12.38
1466,6.47,16.88
1467,6.29,-1.02
1468,6.93,9.41
1469,7.86,9.23
1470,5.89,13.95
1471,4.8,14.88
1472,8.0,13.29
1473,5.66,3.25
1474,5.43,15.68
1475,7.82,3.87
1476,8.67,3.83
1477,8.57,5.31
1478,4.69,11.16
1479,6.52,7.54
1480,4.46,17.08
1481,8.8,7.4
1482,5.08,8.33
1483,4.99,12.71
1484,8.44,5.31
1485,8.84,3.19
1486,7.49,13.34
1487,4.61,11.43
1488,6.43,11.81
1489,8.08,8.77
1490,6.86,13.48
1491,4.66,13.06
1492,4.86,14.8
1493,8.32,5.89
1494,6.64,8.56
1495,7.53,14.51
1496,5.87,18.19
1497,6.66,3.66
1498,8.89,12.84
1499,5.65,6.91
1500,7.37,11.8
1501,4.86,4.34
1502,4.61,4.71
1503,7.92,11.62
1504,8.22,9.64
1505,7.34,7.32
1506,4.79,3.27
1507,5.2,3.59
1508,8.56,21.76
1509,5.44,12.66
1510,8.09,20.81
1511,5.43,6.16
1512,8.7,17.59
1513,8.57,11.01
1514,4.22,10.68
1515,7.85,7.66
1516,4.85,17.78
1517,5.08,13.52
1518,6.3,8.29
1519,6.88,3.96
1520,5.63,12.86
1521,6.88,9.7
1522,4.85,4.96
1523,4.11,6.64
1524,6.86,11.07
1525,6.59,13.62
1526,7.45,1.34
1527,7.25,6.22
1528,8.49,14.82
1529,6.3,11.0
1530,4.04,5.38
1531,7.15,16.81
1532,7.38,11.84
1533,6.61,14.51
1534,7.45,20.09
1535,5.62,16.47
1536,4.74,9.76
1537,7.32,3.41
1538,5.23,4.81
1539,6.28,3.85
1540,6.46,6.05
1541,6.39,7.85
1542,6.99,16.4
1543,4.15,15.49
1544,8.95,9.19
1545,7.58,7.18
1546,6.13,-0.83
1547,4.96,6.68
1548,4.4,2.08
1549,7.36,11.61
1550,5.58,5.09
1551,5.15,17.14
1552,5.9,8.86
1553,6.96,1.68
1554,7.36,6.09
1555,7.23,12.06
1556,8.32,13.11
1557,5.09,11.22
1558,7.18,6.5
1559,4.51,12.3
1560,6.74,9.67
1561,6.92,18.71
1562,5.08,12.92
1563,5.96,12.84
1564,8.14,5.89
1565,4.74,10.89
1566,6.17,6.32
1567,8.66,2.08
1568,6.52,9.05
1569,7.63,14.53
1570,8.13,13.6
1571,5.02,1.03
1572,5.09,10.54
1573,7.79,5.29
1574,7.77,6.36
1575,4.3,10.39
1576,5.61,10.75
1577,5.99,11.63
1578,8.15,10.97
1579,6.11,10.85
1580,8.63,5.89
1581,8.98,14.37
1582,7.9,3.83
1583,7.33,15.65
1584,5.96,12.83
1585,4.34,12.02
1586,6.87,11.24
1587,5.81,11.43
1588,5.75,0.19
1589,7.44,19.69
1590,6.32,-0.06
1591,7.76,3.57
1592,5.99,12.6
1593,4.75,11.37
1594,6.31,3.79
1595,8.76,13.86
1596,8.01,12.75
1597,5.03,10.1
1598,5.96,10.5
1599,8.64,12.43
1600,4.62,9.02
1601,5.27,5.78
1602,5.31,15.49
1603,6.85,17.65
1604,6.05,13.77
1605,4.4,6.41
1606,7.15,4.72
1607,4.5,7.75
1608,7.03,9.2
1609,6.54,2.44
1610,6.47,10.06
1611,4.34,8.26
1612,7.2,9.99
1613,6.16,12.42
1614,6.06,14.38
1615,6.98,0.64
1616,7.03,0.21
1617,4.08,13.38
1618,4.63,10.55
1619,5.18,8.14
1620,7.39,-0.58
1621,6.88,3.08
1622,7.79,14.72
1623,7.7,16.78
1624,8.27,17.9
1625,5.88,13.07
1626,5.73,11.89
1627,8.16,15.72
1628,5.19,14.47
1629,6.31,8.39
1630,4.97,14.6
1631,8.57,16.88
1632,6.04,11.96
1633,5.06,3.54
1634,7.46,11.9
1635,5.22,15.87
1636,8.72,3.4
1637,5.84,10.59
1638,7.32,3.78
1639,5.73,16.04
1640,8.04,8.67
1641,8.48,7.19
1642,7.94,11.01
1643,8.24,11.21
1644,4.51,12.24
1645,8.62,10.17
1646,7.12,17.08
1647,8.35,11.66
1648,7.42,6.81
1649,5.01,6.51
1650,7.05,23.01
1651,4.45,8.32
1652,7.48,10.2
1653,6.05,12.88
1654,4.76,4.69
1655,8.9,11.4
1656,8.51,8.35
1657,8.47,12.15
1658,7.94,10.13
1659,7.46,18.88
1660,7.28,16.15
1661,4.53,11.32
1662,8.5,16.58
1663,8.41,13.59
1664,7.74,8.86
1665,8.64,11.14
1666,6.77,13.86
1667,6.24,8.04
1668,8.84,5.23
1669,6.32,8.68
1670,7.21,8.57
1671,5.87,3.84
1672,7.18,8.98
1673,7.6,7.1
1674,7.12,11.08
1675,6.57,11.27
1676,5.5,13.91
1677,7.22,14.88
1678,8.54,14.21
1679,4.03,9.64
1680,4.67,1.94
1681,4.6,20.83
1682,8.62,13.74
1683,7.31,7.3
1684,8.76,5.9
1685,6.91,1.14
1686,6.31,7.59
1687,7.96,1.36
1688,4.8,18.06
1689,5.91,14.88
1690,6.33,10.57
1691,5.49,15.93
1692,5.86,17.17
1693,4.39,16.1
1694,4.99,15.51
1695,5.68,8.89
1696,7.98,12.51
1697,4.91,15.08
1698,5.73,2.1
1699,4.32,7.83
1700,6.79,15.21
1701,7.06,16.74
1702,8.33,4.75
1703,8.1,13.53
1704,5.43,4.4
1705,4.68,6.53
1706,4.78,1.42
1707,8.84,8.66
1708,7.37,14.5
1709,4.21,2.88
1710,4.68,11.33
1711,6.43,6.28
1712,5.04,2.48
1713,8.02,13.45
1714,6.87,1.63
1715,7.06,15.34
1716,6.31,2.36
1717,5.28,3.95
1718,6.95,10.66
1719,7.58,7.23
1720,5.85,3.97
1721,6.52,8.08
1722,8.2,13.94
1723,4.74,13.33
1724,6.73,2.71
1725,5.74,10.92
1726,7.51,12.9
1727,4.09,-0.15
1728,7.35,15.76
1729,4.51,15.47
1730,4.32,13.75
1731,7.62,11.57
1732,7.2,10.49
1733,8.47,10.7
1734,6.6,13.33
1735,6.65,16.71
1736,7.54,16.16
1737,5.62,9.76
1738,4.18,9.91
1739,5.15,18.83
1740,5.19,3.64
1741,5.68,12.16
1742,8.72,18.91
1743,8.02,14.64
1744,8.68,17.98
1745,8.99,15.36
1746,6.17,2.37
1747,5.14,15.33
1748,6.8,3.96
1749,8.41,7.89
1750,6.33,6.28
1751,6.53,6.08
1752,4.67,11.15
1753,6.1,4.86
1754,5.93,14.31
1755,5.76,10.39
1756,8.44,8.12
1757,4.3,6.54
1758,8.86,13.16
1759,4.04,13.5
1760,8.73,16.6
1761,6.74,4.31
1762,7.51,13.58
1763,4.94,8.95
1764,7.27,14.88
1765,8.41,3.31
1766,4.7,11.2
1767,4.64,6.97
1768,5.52,7.94
1769,4.81,5.72
1770,4.55,15.17
1771,7.39,14.51
1772,5.07,12.34
1773,7.34,9.36
1774,8.31,11.95
1775,7.26,14.36
1776,4.6,9.05
1777,6.87,2.68
1778,5.97,2.56
1779,5.72,12.47
1780,5.59,12.21
1781,8.65,1.47
1782,7.71,13.43
1783,4.67,8.05
1784,6.38,14.64
1785,5.59,0.81
1786,8.89,7.53
1787,8.89,18.41
1788,5.6,14.65
1789,5.76,5.66
1790,7.0,4.27
1791,6.4,11.15
1792,5.07,7.55
1793,7.3,8.89
1794,5.67,16.4
1795,7.27,7.78
1796,5.92,5.12
1797,7.5,12.39
1798,7.34,2.46
1799,6.54,16.0
1800,7.52,13.36
1801,6.3,15.41
1802,4.58,6.02
1803,4.91,6.26
1804,5.23,12.34
1805,4.32,10.37
1806,7.56,7.67
1807,5.84,17.33
1808,4.47,15.64
1809,8.1,13.07
1810,7.42,4.52
1811,6.26,12.46
1812,5.24,15.94
1813,4.76,9.9
1814,6.29,14.06
1815,8.43,4.46
1816,4.94,6.78
1817,6.84,3.99
1818,8.81,14.04
1819,7.19,11.13
1820,6.2,7.86
1821,7.58,5.7
1822,8.12,-0.3
1823,6.95,6.6
1824,8.36,5.72
1825,6.57,3.96
1826,8.15,5.96
1827,8.76,14.94
1828,6.51,7.85
1829,7.03,10.9
1830,7.05,3.76
1831,7.91,3.5
1832,8.11,8.84
1833,4.14,6.84
1834,7.67,3.89
1835,7.92,12.65
1836,7.5,14.02
1837,7.57,1.46
1838,4.21,3.69
1839,6.21,17.31
1840,8.09,1.46
1841,8.67,11.51
1842,5.15,19.01
1843,6.9,17.92
1844,8.02,8.8
1845,7.76,3.84
1846,7.09,3.43
1847,4.09,16.49
1848,7.62,15.72
1849,7.87,12.88
1850,7.61,12.02
1851,7.83,11.61
1852,6.15,12.47
1853,8.97,11.37
1854,7.85,12.13
1855,6.89,13.52
1856,8.67,9.5
1857,8.54,12.77
1858,8.07,10.64
1859,6.82,7.02
1860,6.64,17.16
1861,5.64,10.92
1862,5.25,16.3
1863,6.56,4.99
1864,6.89,12.0
1865,5.22,3.79
1866,8.61,12.65
1867,6.79,5.0
1868,6.63,12.61
1869,6.18,15.17
1870,4.29,8.53
1871,8.41,18.64
1872,5.58,16.88
1873,7.21,8.96
1874,7.04,0.96
1875,6.92,7.39
1876,6.63,3.44
1877,4.91,15.99
1878,5.4,17.88
1879,6.62,1.33
1880,7.95,10.77
1881,6.16,11.48
1882,5.02,0.91
1883,4.44,11.17
1884,7.32,7.19
1885,6.12,6.7
1886,4.63,12.8
1887,7.37,16.09
1888,5.04,3.4
1889,6.55,13.37
1890,5.53,11.1
1891,8.66,16.24
1892,5.14,5.56
1893,6.1,19.48
1894,8.8,16.61
1895,5.59,10.44
1896,7.22,4.43
1897,5.58,18.15
1898,4.55,15.57
1899,7.14,15.41
1900,8.58,14.51
1901,6.26,10.5
1902,7.13,4.47
1903,7.04,6.24
1904,6.08,17.81
1905,7.07,4.93
1906,5.3,7.34
1907,5.89,13.42
1908,6.21,15.89
1909,8.32,6.27
1910,5.74,4.1
1911,7.18,5.83
1912,5.07,2.59
1913,5.26,16.4
1914,7.24,3.21
1915,7.81,19.05
1916,6.31,17.02
1917,5.68,11.96
1918,8.55,6.95
1919,4.68,11.92
1920,7.6,6.19
1921,7.45,8.57
1922,7.45,14.77
1923,8.68,13.94
1924,7.64,13.96
1925,5.51,4.25
1926,5.77,3.39
1927,5.96,15.58
1928,4.15,13.83
1929,8.57,8.71
1930,4.37,7.6
1931,7.5,5.43
1932,7.65,12.9
1933,8.22,3.39
1934,6.77,11.82
1935,7.63,10.29
1936,5.51,15.34
1937,7.73,5.67
1938,5.72,4.05
1939,8.51,11.21
1940,4.82,7.86
1941,5.58,7.22
1942,6.49,-0.76
1943,7.88,11.48
1944,7.74,-0.32
1945,5.05,10.24
1946,4.72,19.75
1947,5.52,17.23
1948,6.42,1.5
1949,6.7,6.49
1950,6.15,14.72
1951,7.32,17.66
1952,6.14,-1.52
1953,8.73,14.49
1954,5.3,12.44
1955,7.14,10.52
1956,7.06,16.24
1957,5.41,12.59
1958,6.06,17.83
1959,5.83,7.35
1960,4.86,11.75
1961,6.39,10.55
1962,5.93,6.75
1963,4.89,6.95
1964,6.25,5.46
1965,6.11,3.25
1966,4.66,8.01
1967,4.66,10.9
1968,7.24,17.58
1969,7.53,11.99
1970,8.71,12.73
1971,4.44,3.68
1972,4.59,21.21
1973,4.26,8.02
1974,6.66,14.66
1975,7.11,17.12
1976,6.02,4.4
1977,7.99,13.05
1978,7.43,18.48
1979,8.93,1.16
1980,4.69,11.61
1981,4.29,18.12
1982,5.37,5.9
1983,4.1,11.16
1984,8.66,15.84
1985,5.52,10.98
1986,6.76,5.45
1987,5.59,7.06
1988,5.23,-0.31
1989,4.76,13.97
1990,5.6,11.53
1991,7.08,10.31
1992,8.86,7.08
1993,6.79,4.6
1994,6.66,10.43
1995,4.18,15.29
1996,8.2,19.27
1997,4.22,13.08
1998,8.53,11.23
1999,6.69,10.1
2000,4.84,12.94
2001,6.26,12.52
2002,8.97,17.18
2003,5.53,8.89
2004,5.35,6.45
2005,4.59,4.32
2006,6.99,7.98
2007,4.45,8.97
2008,7.83,11.94
2009,8.6,7.8
2010,8.66,10.64
2011,4.54,4.42
2012,6.79,17.34
2013,4.49,11.44
2014,6.86,10.54
2015,8.07,5.75
2016,6.69,9.12
2017,8.36,8.52
2018,8.01,13.28
2019,5.38,10.85
2020,7.15,2.22
2021,4.04,15.1
2022,5.98,1.55
2023,5.19,17.09
2024,8.69,12.69
2025,6.03,14.38
2026,7.27,10.14
2027,7.66,16.37
2028,7.87,10.44
2029,7.68,14.85
2030,5.45,20.3
2031,7.43,10.64
2032,6.75,11.95
2033,6.99,17.06
2034,4.0,10.21
2035,5.29,16.73
2036,8.65,6.58
2037,5.45,5.51
2038,6.19,9.01
2039,4.93,10.17
2040,4.69,9.13
2041,5.04,18.24
2042,6.77,11.29
2043,8.6,13.39
2044,5.63,7.45
2045,5.62,15.64
2046,6.82,11.9
2047,5.78,11.55
2048,8.55,3.69
2049,5.89,10.61
2050,6.45,12.42
2051,6.67,9.67
2052,7.91,15.35
2053,6.82,16.84
2054,5.2,16.07
2055,4.62,14.78
2056,8.69,13.77
2057,8.01,11.16
2058,4.11,7.81
2059,8.11,10.76
2060,6.95,6.47
2061,6.59,2.29
2062,4.06,5.59
2063,7.9,1.72
2064,4.99,15.04
2065,7.64,8.12
2066,4.08,6.6
2067,7.98,16.57
2068,4.12,16.05
2069,5.18,18.81
2070,5.34,10.81
2071,4.79,9.04
2072,6.41,8.98
2073,5.42,3.92
2074,8.97,5.58
2075,6.9,9.9
2076,6.83,18.66
2077,5.1,1.81
2078,6.04,6.35
2079,4.62,3.73
2080,7.81,12.95
2081,5.66,11.49
2082,7.76,11.39
2083,5.86,2.08
2084,8.94,8.23
2085,4.86,1.45
2086,4.01,14.49
2087,6.97,1.13
2088,8.76,9.74
2089,7.24,7.34
2090,4.43,14.07
2091,6.7,7.22
2092,8.55,8.06
2093,4.03,4.49
2094,4.83,9.01
2095,8.07,8.82
2096,8.47,11.95
2097,7.54,14.94
2098,8.96,9.24
2099,4.45,11.89
2100,6.73,0.84
2101,7.42,10.95
2102,7.51,2.29
2103,7.97,13.75
2104,8.59,6.84
2105,5.81,5.23
2106,4.21,16.17
2107,5.81,9.49
2108,7.36,6.87
2109,5.07,0.71
2110,8.05,9.62
2111,5.1,17.34
2112,4.05,11.84
2113,6.54,14.88
2114,7.63,1.89
2115,5.75,12.66
2116,7.74,15.05
2117,6.19,14.47
2118,4.86,3.86
2119,4.45,9.09
2120,7.55,11.6
2121,5.93,12.37
2122,8.56,10.82
2123,6.7,12.92
2124,5.74,12.16
2125,5.74,8.67
2126,4.66,8.82
2127,6.97,13.21
2128,6.91,12.4
2129,8.0,-0.59
2130,5.01,8.29
2131,5.45,9.69
2132,4.49,5.66
2133,5.48,9.77
2134,6.14,14.73
2135,8.82,2.02
2136,7.27,13.37
2137,7.91,16.93
2138,5.63,14.89
2139,4.72,5.43
2140,5.28,7.61
2141,5.28,9.62
2142,6.92,7.99
2143,5.71,13.49
2144,8.29,14.99
2145,8.94,7.78
2146,5.72,15.87
2147,7.53,11.99
2148,7.29,15.24
2149,4.97,12.83
2150,8.59,6.3
2151,5.0,13.03
2152,7.68,13.12
2153,5.74,17.11
2154,5.84,4.72
2155,6.28,4.32
2156,8.32,10.52
2157,4.7,9.95
2158,4.27,7.27
2159,6.01,13.36
2160,4.28,16.4
2161,7.44,10.52
2162,7.8,5.87
2163,8.27,6.05
2164,7.72,4.4
2165,8.58,12.82
2166,7.74,14.65
2167,8.68,4.4
2168,4.97,5.7
2169,6.5,9.44
2170,8.97,10.67
2171,7.41,11.18
2172,8.39,13.86
2173,4.15,6.3
2174,8.36,6.05
2175,7.49,12.89
2176,4.85,3.41
2177,4.13,12.87
2178,5.3,10.6
2179,8.58,10.84
2180,7.34,12.43
2181,8.6,2.9
2182,6.23,14.36
2183,8.68,10.95
2184,6.31,11.49
2185,5.02,21.79
2186,4.76,10.49
2187,8.97,12.81
2188,5.67,14.75
2189,4.8,5.86
2190,4.04,10.07
2191,5.43,7.14
2192,8.45,2.65
2193,6.67,14.54
2194,7.16,2.35
2195,8.61,6.72
2196,6.56,15.45
2197,8.19,4.66
2198,5.62,6.82
2199,8.89,6.69
2200,4.39,11.18
2201,7.62,14.4
2202,7.3,10.95
2203,4.96,8.12
2204,5.94,11.67
2205,5.56,8.09
2206,4.47,11.4
2207,6.92,16.97
2208,8.97,9.14
2209,6.8,5.84
2210,6.73,2.25
2211,4.2,10.87
2212,4.7,0.6
2213,6.57,8.31
2214,8.93,13.46
2215,8.38,9.08
2216,5.7,9.17
2217,6.72,11.03
2218,6.76,4.92
2219,7.43,12.81
2220,7.44,12.8
2221,7.95,4.24
2222,4.12,15.62
2223,8.72,3.23
2224,4.35,20.74
2225,6.38,-0.72
2226,8.6,5.27
2227,6.44,3.58
2228,4.32,3.38
2229,5.15,16.85
2230,6.89,14.59
2231,4.44,13.31
2232,6.12,9.24
2233,5.65,12.68
2234,8.08,15.03
2235,4.55,9.2
2236,7.41,10.38
2237,6.03,8.08
2238,6.94,4.08
2239,5.03,16.77
2240,7.05,10.46
2241,7.37,12.43
2242,4.35,2.86
2243,8.12,6.85
2244,8.31,7.1
2245,4.32,5.45
2246,7.02,4.62
2247,6.97,11.5
2248,4.06,13.15
2249,5.71,11.92
2250,8.84,2.24
2251,6.78,14.81
2252,8.67,5.96
2253,7.38,14.01
2254,4.14,19.52
2255,4.39,10.43
2256,7.61,16.09
2257,6.77,11.57
2258,4.64,9.47
2259,7.07,3.24
2260,8.05,7.93
2261,7.76,3.69
2262,5.23,16.99
2263,5.29,9.53
2264,8.84,14.5
2265,8.44,4.24
2266,5.59,5.72
2267,8.12,18.26
2268,4.81,7.89
2269,4.98,16.01
2270,4.91,13.85
2271,4.44,6.41
2272,8.27,12.96
2273,6.89,5.26
2274,5.29,8.12
2275,8.24,13.85
2276,8.01,7.57
2277,4.5,13.08
2278,7.22,5.47
2279,7.61,14.13
2280,7.58,17.55
2281,7.62,20.44
2282,4.85,11.84
2283,5.58,9.44
2284,8.22,18.26
2285,8.49,8.74
2286,5.4,10.88
2287,4.12,4.16
2288,8.3,15.5
2289,5.89,11.88
2290,5.65,11.73
2291,5.73,-2.41
2292,6.08,13.86
2293,5.89,14.67
2294,6.83,10.7
2295,4.39,7.45
2296,8.86,10.24
2297,8.68,1.83
2298,8.67,10.46
2299,8.4,4.81
2300,7.3,5.23
2301,5.11,7.05
2302,4.25,4.94
2303,4.5,2.39
2304,5.62,20.88
2305,6.52,8.4
2306,8.97,8.71
2307,6.18,15.7
2308,6.62,9.03
2309,7.48,18.19
2310,4.9,5.8
2311,8.66,5.36
2312,6.65,16.3
2313,5.38,6.28
2314,8.68,5.98
2315,7.13,4.66
2316,6.42,2.79
2317,6.9,15.38
2318,7.74,6.28
2319,4.77,16.5
2320,8.32,15.95
2321,8.8,14.15
2322,6.83,1.97
2323,7.41,4.6
2324,8.3,9.24
2325,5.87,11.71
2326,8.96,13.62
2327,7.4,9.57
2328,6.12,18.56
2329,7.39,10.64
2330,6.61,16.43
2331,4.56,13.88
2332,7.98,4.85
2333,6.82,4.61
2334,7.98,2.17
2335,4.77,3.57
2336,6.69,9.72
2337,7.83,8.68
2338,8.94,7.28
2339,8.42,18.2
2340,8.32,3.01
2341,5.24,9.52
2342,8.19,4.48
2343,4.85,5.82
2344,4.99,13.24
2345,4.55,17.98
2346,8.29,5.68
2347,4.54,3.32
2348,4.69,6.9
2349,5.23,1.45
2350,6.86,6.72
2351,8.4,12.85
2352,6.09,0.58
2353,6.73,11.48
2354,4.83,13.4
2355,5.33,8.35
2356,4.67,4.61
2357,6.05,17.16
2358,6.95,8.69
2359,5.42,11.39
2360,8.23,6.64
2361,8.91,9.27
2362,4.6,6.84
2363,4.09,5.28
2364,7.95,-0.85
2365,4.95,7.99
2366,5.77,14.85
2367,5.97,11.4
2368,8.58,7.69
2369,7.29,12.69
2370,4.2,13.86
2371,4.07,14.31
2372,5.0,2.65
2373,5.59,12.83
2374,6.42,7.01
2375,8.19,11.14
2376,5.57,14.0
2377,5.88,16.71
2378,5.65,16.8
2379,4.04,16.99
2380,8.78,1.98
2381,4.69,17.37
2382,5.44,5.37
2383,4.65,5.43
2384,6.45,11.87
2385,8.66,8.85
2386,4.5,12.69
2387,6.2,5.21
2388,4.11,19.14
2389,7.85,6.81
2390,7.21,6.3
2391,7.5,17.84
2392,6.36,4.11
2393,8.54,10.14
2394,6.05,11.54
2395,6.57,10.17
2396,7.48,10.11
2397,6.6,7.6
2398,4.95,14.89
2399,5.59,4.43
2400,4.46,7.2
2401,6.16,4.73
2402,7.05,9.27
2403,4.59,12.52
2404,7.15,18.44
2405,8.46,17.06
2406,5.69,12.63
2407,5.11,17.91
2408,8.47,7.19
2409,7.46,11.33
2410,4.53,10.91
2411,6.04,9.84
2412,7.37,15.27
2413,6.87,4.3
2414,7.09,13.2
2415,6.84,14.52
2416,7.99,14.75
2417,5.6,15.59
2418,7.54,8.51
2419,8.96,13.57
2420,5.95,11.76
2421,7.96,7.68
2422,5.23,17.66
2423,5.41,20.82
2424,8.67,15.69
2425,4.13,4.56
2426,5.09,19.1
2427,6.41,15.35
2428,6.01,4.43
2429,7.15,6.9
2430,4.96,15.7
2431,4.35,8.39
2432,5.85,18.32
2433,6.62,11.63
2434,6.81,11.32
2435,7.01,12.53
2436,6.74,11.67
2437,5.23,15.59
2438,7.82,6.69
2439,4.44,12.51
2440,4.99,5.63
2441,7.7,6.67
2442,5.4,12.58
2443,6.47,17.98
2444,5.64,6.56
2445,6.53,7.69
2446,5.73,3.89
2447,8.97,11.29
2448,5.79,15.25
2449,7.14,12.47
2450,8.44,10.27
2451,7.19,11.54
2452,6.83,3.39
2453,6.85,16.95
2454,6.48,9.94
2455,8.04,14.41
2456,4.25,19.85
2457,8.43,16.85
2458,6.93,13.37
2459,8.24,16.96
2460,4.05,20.27
2461,8.35,10.66
2462,4.6,3.8
2463,7.61,7.97
2464,6.08,15.55
2465,7.41,-3.7
2466,7.14,1.39
2467,4.82,0.1
2468,6.57,15.72
2469,5.39,9.44
2470,6.8,7.72
2471,7.69,2.12
2472,4.41,11.9
2473,6.58,10.25
2474,7.09,5.02
2475,5.48,13.61
2476,8.77,8.15
2477,6.6,8.29
2478,4.91,9.6
2479,4.54,4.52
2480,6.71,17.2
2481,5.88,5.2
2482,4.96,5.21
2483,4.15,15.26
2484,6.83,17.02
2485,6.99,2.63
2486,4.71,4.25
2487,7.01,15.27
2488,8.76,12.18
2489,8.89,7.52
2490,8.44,11.27
2491,8.04,4.2
2492,5.05,10.3
2493,4.78,1.64
2494,6.22,4.4
2495,7.1,2.67
2496,8.25,7.5
2497,5.16,8.78
2498,6.4,7.53
2499,7.24,-1.4
2500,6.23,7.87
2501,6.27,14.16
2502,5.13,10.46
2503,8.93,13.25
2504,6.38,6.61
2505,6.66,9.28
2506,5.09,12.98
2507,6.57,13.31
2508,5.28,0.56
2509,5.01,5.57
2510,5.38,8.06
2511,4.01,19.81
2512,6.85,20.35
2513,5.94,10.03
2514,8.49,8.36
2515,4.2,9.4
2516,4.22,11.24
2517,8.43,15.46
2518,4.63,19.82
2519,4.01,14.32
2520,4.89,5.42
2521,8.12,9.14
2522,8.01,11.87
2523,5.7,9.42
2524,7.34,6.94
2525,6.54,2.76
2526,8.52,0.99
2527,4.28,3.37
2528,8.07,16.08
2529,4.85,11.02
2530,5.96,8.72
2531,4.96,6.28
2532,7.51,6.12
2533,7.39,18.77
2534,6.74,15.39
2535,7.49,1.61
2536,7.2,14.8
2537,7.88,5.32
2538,5.2,15.85
2539,6.14,7.35
2540,4.76,2.22
2541,6.15,11.95
2542,7.51,16.3
2543,7.46,7.78
2544,7.55,11.76
2545,5.54,0.6
2546,7.31,18.36
2547,5.84,1.15
2548,8.72,14.92
2549,5.72,11.0
2550,7.02,8.5
2551,7.75,14.52
2552,8.53,15.72
2553,6.19,7.66
2554,5.8,0.08
2555,6.15,8.74
2556,5.62,10.06
2557,7.27,10.01
2558,8.66,6.95
2559,4.63,0.09
2560,6.8,9.26
2561,8.49,11.87
2562,4.5,2.75
2563,6.47,14.35
2564,8.33,10.07
2565,8.5,11.47
2566,6.57,3.82
2567,4.12,9.88
2568,4.53,8.66
2569,6.93,8.86
2570,4.62,13.87
2571,4.75,14.65
2572,7.86,1.6
2573,7.75,6.67
2574,8.21,16.81
2575,4.53,6.19
2576,4.99,12.97
2577,8.16,14.58
2578,7.61,16.73
2579,8.03,8.11
2580,8.95,7.02
2581,8.32,15.89
2582,6.6,7.52
2583,5.55,-0.61
2584,6.85,9.84
2585,7.19,0.83
2586,5.68,13.78
2587,7.85,13.2
2588,4.46,14.79
2589,7.9,14.71
2590,4.16,4.53
2591,6.49,6.44
2592,8.31,15.33
2593,4.43,8.04
2594,6.59,17.42
2595,4.8,9.07
2596,8.47,0.13
2597,8.16,14.9
2598,8.67,4.23
2599,8.37,3.64
2600,7.68,16.28
2601,4.92,17.27
2602,5.51,10.39
2603,6.48,6.75
2604,6.94,10.64
2605,7.91,8.71
2606,5.13,8.86
2607,4.64,10.32
2608,6.41,8.69
2609,4.79,15.7
2610,7.47,13.23
2611,6.88,5.84
2612,7.71,14.86
2613,4.32,13.38
2614,8.82,17.54
2615,4.0,7.39
2616,5.63,5.48
2617,7.4,10.44
2618,4.23,9.41
2619,4.42,8.33
2620,4.38,10.44
2621,6.91,3.92
2622,8.48,11.42
2623,6.78,12.41
2624,7.02,10.21
2625,5.73,10.09
2626,4.09,8.77
2627,4.11,7.49
