student_id,study_hours,attendance,grades
1966,4.31,62.18,50.46
1967,4.16,64.25,28.32
1968,6.74,96.05,55.92
1969,9.65,71.22,97.92
1970,9.79,63.07,96.53902745401682
1971,7.36,84.94,82.34
1972,7.79,63.01,62.1333438051394
1973,6.07,62.8,54.17
1974,7.8,84.86,83.88754265210088
1975,8.74,83.66,84.2020665122245
1976,5.37,61.66,74.14
1977,6.58,78.42,93.3394839001055
1978,5.84,77.43,42.4
1979,6.06,81.87,109.69165574415564
1980,9.01,89.51,101.67817668635332
1981,4.2,71.31,10.67
1982,2.87,77.31,58.76
1983,5.11,91.71,34.58
1984,2.87,96.9,46.72
1985,5.49,95.65,50.46
1986,9.13,79.11,100.0
1987,6.56,80.83,68.45
1988,8.7,81.16,100.0
1989,2.5,94.75,28.53
1990,9.11,93.6,81.46045914101558
1991,6.42,72.46,62.23
1992,1.29,66.51,54.73
1993,6.7,75.16,96.55
1994,9.56,71.54,83.08344385654743
1995,1.71,98.03,30.53
1996,6.24,70.64,55.48
1997,9.24,67.25,62.502702364344735
1998,1.09,95.98,39.53287210820626
1999,6.68,63.46,62.39
2000,5.27,70.41,39.17
2001,4.12,77.56,65.97
2002,6.65,83.8,59.18
2003,1.47,73.11,39.37
2004,7.78,79.85,82.82
2005,1.04,67.95,39.89
2006,3.76,82.97,73.2
2007,5.54,76.31,62.95
2008,4.39,93.97,82.3
2009,3.77,76.63,78.07
2010,8.48,77.75,98.7
2011,9.41,83.69,96.91
2012,8.86,64.93,86.42399769997512
2013,5.7,66.27,44.77
2014,8.96,91.61,89.6
2015,9.29,70.94,100.0
2016,4.68,87.39,65.81
2017,3.55,63.9,73.77786670872725
2018,1.88,92.87,27.53
2019,5.31,99.53,59.58
2020,9.52,74.95,100.0
2021,6.05,80.22,59.9
2022,7.01,77.71,84.95
2023,2.02,95.77,7.35
2024,2.29,60.4,22.29
2025,5.18,86.14,64.71
2026,9.56,86.09,93.83904298116155
2027,4.25,75.3,47.57
2028,8.9,68.77,87.20164816111901
2029,2.08,69.59,45.04
2030,6.55,92.02,46.54
2031,6.41,62.64,71.97
2032,8.74,82.55,94.50081149330975
2033,1.03,72.27,19.97
2034,2.71,70.61,34.36
2035,2.98,80.23,39.21
2036,9.55,95.91,100.0
2037,2.38,84.72,54.83
2038,1.33,91.54,64.0
2039,5.81,84.03,66.23
2040,5.76,87.91,75.16
2041,8.6,77.3,55.95912097344082
2042,9.54,97.04,93.08
2043,5.85,80.08,62.13
2044,9.37,82.07,98.58
2045,7.53,81.0,67.55127893882569
2046,3.38,72.65,44.7
2047,9.36,69.25,81.30417171616416
2048,7.01,62.95,90.27
2049,4.73,88.73,57.88
2050,7.12,71.57,61.79436214146735
2051,4.61,75.57,51.81
2052,2.03,96.8,40.32
2053,7.47,82.66,76.38644909045331
2054,8.42,63.88,54.94571291748731
2055,7.56,91.98,81.86154106874058
2056,3.06,70.25,29.16
2057,9.61,82.11,84.40680321735825
2058,1.23,80.4,40.02
2059,3.99,69.52,68.21
2060,3.34,64.63,64.12
2061,1.43,68.45,58.48
2062,4.65,63.89,65.97
2063,6.61,71.03,91.13
2064,8.94,99.89,86.58503219895216
2065,9.91,76.08,100.0
2066,8.27,94.56,87.31
2067,5.22,81.97,60.72
2068,7.51,86.66,59.37849981658927
2069,8.59,66.25,68.2519668407462
2070,5.19,70.99,47.83
2071,8.07,80.42,78.35677198110457
2072,5.34,95.25,83.07
2073,4.48,61.72,65.41
2074,5.73,80.28,91.44
2075,7.08,62.04,75.4
2076,7.54,78.27,60.10906780925567
2077,4.21,85.15,67.68
2078,6.14,89.79,94.08
2079,9.19,65.54,100.0
2080,9.79,66.66,89.51078830944087
2081,3.05,78.8,51.71
2082,2.74,99.92,65.52
2083,7.09,74.24,81.17
2084,4.73,77.1,81.46
2085,1.22,77.3,48.09
2086,4.12,63.23,36.97
2087,8.26,90.97,100.0
2088,8.18,70.12,88.03504187821814
2089,5.45,88.15,66.69
2090,5.25,79.0,55.3
2091,6.22,84.47,74.57
2092,2.97,62.16,71.1238833576979
2093,5.73,95.6,90.0924636367911
2094,1.1,69.75,25.45
2095,5.28,86.8,72.58
2096,4.02,91.92,69.85
2097,7.07,81.6,71.74674070280149
2098,6.75,73.49,54.19
2099,4.43,99.12,33.77
2100,1.07,71.14,54.97
2101,3.27,97.95,58.1179802018831
2102,6.7,66.25,84.43
2103,1.65,75.57,36.13
2104,1.97,65.54,55.21
2105,6.82,60.09,83.44
2106,7.8,70.41,58.80226584830714
2107,3.89,63.49,53.52
2108,5.41,99.45,81.16
2109,9.51,90.47,100.0
2110,9.51,60.15,83.29
2111,3.77,68.95,30.2
2112,8.29,86.8,68.4
2113,6.35,75.94,57.73
2114,9.78,93.27,100.0
2115,5.3,80.19,60.56847967325452
2116,7.97,86.15,76.7226448752761
2117,7.91,83.88,88.17879044662666
2118,5.48,85.53,70.87
2119,8.16,69.2,74.77
2120,3.35,74.93,58.0
2121,2.1,62.03,25.07
2122,4.83,83.51,63.26
2123,9.49,78.37,91.9191681521158
2124,5.51,90.43,58.63
2125,6.72,68.26,90.08143238157515
2126,6.62,77.47,76.4
2127,2.19,67.23,35.87
2128,4.51,84.56,31.65
2129,7.36,93.92,100.0
2130,9.75,90.62,82.92
2131,2.51,97.77,60.18
2132,4.69,98.87,71.85
2133,1.86,90.88,44.86
2134,3.18,71.47,44.3
2135,4.39,68.77,93.37
2136,5.87,77.9,48.39
2137,3.08,99.76,42.59
2138,3.05,76.51,18.55
2139,8.0,67.96,90.42
2140,9.66,97.77,86.08
2141,3.91,75.44,43.63
2142,7.19,87.64,99.97521716450136
2143,3.32,91.53,57.61
2144,9.35,93.73,93.51470199624566
2145,7.06,92.85,100.0
2146,8.22,93.45,64.83929126636876
2147,1.44,86.71,25.7
2148,6.39,76.15,66.18
2149,5.75,86.69,52.89
2150,3.64,93.47,70.6
2151,3.36,74.03,33.31
2152,6.22,71.86,83.89
2153,7.36,73.75,70.3526789428805
2154,1.3,82.05,57.02
2155,6.11,62.1,83.98
2156,2.53,91.16,73.77716737669323
2157,2.26,65.55,46.52
2158,6.61,65.31,61.87
2159,3.8,67.91,49.75
2160,4.97,83.08,37.01
2161,4.24,71.42,58.92
2162,6.84,74.72,93.28
2163,5.23,97.27,88.38
2164,9.67,93.89,100.0
2165,4.17,94.09,60.77
2166,7.66,83.11,83.67833125914267
2167,3.32,94.66,85.49
2168,5.58,91.14,96.02206411897188
2169,5.97,98.13,77.7
2170,3.96,62.57,65.08
2171,5.25,61.15,81.21058230213143
2172,3.51,67.0,48.69
2173,1.05,97.16,42.58
2174,2.94,84.22,50.43
2175,7.3,77.04,69.28
2176,7.94,80.51,90.66
2177,3.52,93.18,30.93
2178,4.67,97.16,63.68
2179,1.34,89.19,51.76
2180,3.13,90.39,41.9
2181,8.01,72.82,100.0
2182,6.45,78.68,51.46
2183,2.85,95.41,71.14
2184,3.32,91.44,58.09
2185,8.35,87.37,65.875028082106
2186,2.88,62.61,24.62
2187,4.01,61.58,58.08
2188,6.98,65.22,60.45
2189,6.05,83.26,70.17
2190,5.15,81.46,59.86939153834391
2191,9.1,97.71,100.0
2192,2.98,87.79,74.95
2193,7.67,71.76,66.61915202431231
2194,2.43,66.46,68.04948754139102
2195,6.54,93.98,100.0
2196,8.84,78.38,86.8763068014031
2197,5.12,86.14,86.84
2198,7.52,82.61,76.0
2199,8.38,64.3,83.96
2200,2.22,62.28,30.08
2201,7.35,75.08,78.48794126756569
2202,9.28,74.46,89.65
2203,6.19,86.95,71.33
2204,2.68,85.29,39.05
2205,2.14,98.76,51.78
2206,3.34,94.32,35.54
2207,1.93,79.86,23.87
2208,5.62,80.0,81.4
2209,1.63,86.97,68.53544948852071
2210,3.01,64.56,63.81
2211,4.96,100.0,51.5
2212,5.27,80.75,76.79394965702016
2213,6.09,96.4,80.46
2214,7.35,98.69,83.26780854878969
2215,1.43,83.27,44.36
2216,1.73,64.13,57.286971450516944
2217,1.55,82.93,31.47
2218,4.81,83.91,73.54
2219,1.38,91.57,30.46
2220,7.71,61.93,75.81
2221,3.01,78.65,79.42
2222,9.45,96.91,63.72709051936707
2223,5.38,99.65,99.79
2224,5.02,67.66,22.74
2225,8.02,94.82,97.64
2226,7.42,65.85,96.3826359238185
2227,6.47,93.65,93.39
2228,9.42,71.09,88.46
2229,4.8,98.39,53.4
2230,8.28,87.82,86.88515019935502
2231,4.42,75.96,31.79
2232,8.55,71.24,93.81
2233,3.34,69.41,47.82
2234,3.6,87.23,62.3117063816112
2235,7.1,95.83,84.95360160770095
2236,2.91,90.2,43.92
2237,3.06,93.39,45.08
2238,3.75,91.26,75.78
2239,7.11,99.17,68.93453452663778
2240,9.0,90.31,95.92395626530254
2241,7.07,68.41,82.8016370894067
2242,8.45,91.66,108.20664246637187
2243,5.89,72.88,75.89
2244,1.62,99.83,66.29
2245,1.9,75.07,42.79
2246,5.99,71.71,88.91
2247,3.95,69.57,41.46
2248,2.99,86.34,34.09
2249,5.2,64.37,61.73
2250,7.0,98.14,100.0
2251,4.46,71.77,45.22579263242797
2252,8.22,71.82,100.0
2253,7.65,61.84,63.46612121533737
2254,7.61,69.84,46.956329837433216
2255,9.87,76.76,84.0180425793852
2256,3.66,74.78,24.75
2257,6.8,70.92,62.05
2258,8.7,61.63,94.64
2259,6.22,72.02,85.56
2260,8.11,91.13,100.0
2261,4.73,77.55,79.51
2262,6.31,71.63,64.92
2263,1.5,72.19,33.8
2264,9.87,82.18,99.3978533604424
2265,8.2,72.09,96.12
2266,8.82,85.23,78.15
2267,7.25,99.58,69.49394362779913
2268,2.67,61.65,43.72
2269,1.28,66.75,21.67
2270,8.78,67.16,73.1091798427579
2271,4.57,77.88,59.09
2272,3.37,61.66,56.57
2273,6.06,79.1,79.0
2274,4.79,97.16,58.86
2275,6.86,60.46,82.7491850474774
2276,5.35,74.6,59.71
2277,7.28,90.44,62.61444692572346
2278,8.68,66.18,100.0
2279,2.76,63.1,28.18
2280,3.96,85.23,39.38
2281,4.93,60.4,40.91
2282,9.66,92.07,77.04743336795718
2283,4.29,62.67,63.04
2284,4.43,80.97,40.68
2285,6.88,89.61,91.69
2286,4.77,69.68,43.44
2287,9.56,64.14,89.64
2288,9.05,67.02,78.72143827795067
2289,5.62,94.19,58.42
2290,6.8,88.23,61.114787228887
2291,1.52,67.92,52.81
2292,7.26,88.64,78.35030347407397
2293,7.36,88.34,74.95873659375118
2294,4.23,99.91,63.75
2295,2.98,75.66,50.92
2296,9.24,94.59,100.0
2297,4.84,77.86,91.12
2298,6.88,95.91,89.34
2299,1.3,63.66,58.04
2300,4.73,67.01,62.51
2301,8.36,94.0,100.0
2302,4.49,92.77,76.44
2303,6.43,72.22,75.21
2304,2.89,83.87,18.4
2305,4.75,75.31,64.77
2306,9.35,60.41,100.0
2307,6.1,61.04,70.94880727216021
2308,9.12,62.17,87.71277062261544
2309,9.12,83.76,79.9680362129994
2310,9.5,71.17,91.78
2311,9.06,65.76,98.57
2312,1.03,97.65,27.235954286043103
2313,9.41,64.85,88.89
2314,2.24,86.96,78.61
2315,1.36,95.77,75.52
2316,1.5,66.55,48.28
2317,4.14,68.59,30.86
2318,6.59,82.95,87.43
2319,4.62,80.34,28.49
2320,1.23,80.84,32.27
2321,5.29,82.19,72.58048876292067
2322,4.98,98.0,85.41
2323,7.81,62.15,92.92
2324,3.52,90.42,66.58
2325,2.96,69.3,40.45
2326,3.3,74.95,51.86
2327,3.73,63.57,58.14
2328,6.39,77.83,38.36
2329,5.24,92.17,75.71
2330,4.03,63.95,46.55
2331,4.37,71.02,19.43
2332,4.34,74.92,81.75
2333,9.75,64.16,100.0
2334,3.1,90.49,69.19
2335,8.36,91.48,91.43
2336,7.37,93.44,77.62
2337,1.05,83.36,67.83
2338,9.94,80.29,100.0
2339,7.81,70.5,66.43708853857973
2340,7.14,86.21,97.53
2341,4.65,77.78,50.05
2342,6.0,98.83,100.0
2343,3.28,98.73,76.08061476987622
2344,1.32,96.21,35.35
2345,8.52,74.4,57.63146764567644
2346,9.07,74.72,107.5954962390432
2347,2.46,94.11,66.75
2348,8.08,89.17,77.55
2349,7.67,88.17,106.96353783918264
2350,2.61,71.18,57.76
2351,4.8,93.33,73.18
2352,4.8,83.18,73.07
2353,7.84,77.87,81.4
2354,8.54,94.62,74.16
2355,1.85,75.77,52.58
2356,6.07,86.16,85.8
2357,7.86,78.64,54.66569973141152
2358,8.08,83.71,87.19
2359,2.33,61.62,29.61
2360,5.73,78.44,65.41
2361,8.72,82.26,107.11982810540952
2362,3.87,79.71,49.77
2363,4.83,93.9,75.71
2364,8.24,72.44,100.0
2365,1.8,95.36,55.465163744438726
2366,8.74,76.14,64.95137588236416
2367,3.8,87.78,47.42
2368,1.01,63.47,58.81
2369,3.11,68.01,43.68
2370,1.81,90.45,17.81
2371,1.83,60.49,22.02
2372,7.24,98.74,96.13
2373,2.93,67.63,25.11
2374,9.41,96.05,100.0
2375,5.65,80.64,72.35
2376,5.14,82.58,55.9
2377,4.91,63.37,40.39
2378,7.23,74.61,60.01079220315484
2379,5.07,66.25,26.88
2380,2.16,81.04,74.07
2381,8.92,82.03,69.71547784837485
2382,4.86,88.39,77.4
2383,1.67,95.13,57.42
2384,5.76,78.73,77.25369756185535
2385,6.83,69.33,80.51
2386,3.48,73.34,37.23
2387,8.2,93.88,92.25
2388,7.03,65.83,54.51116852058784
2389,6.85,85.09,96.17
2390,4.79,60.52,62.8
2391,9.66,69.83,84.04656595776112
2392,3.47,83.66,64.77
2393,6.2,78.26,74.7
2394,3.78,79.74,54.48
2395,7.7,86.42,80.46
2396,1.43,69.38,32.94
2397,1.41,71.23,71.96696461468457
2398,8.3,87.38,62.59797621519901
2399,4.91,81.53,70.56
2400,4.07,60.58,47.15
2401,6.47,86.81,94.90639463630816
2402,7.32,84.8,79.7
2403,2.81,63.14,36.43
2404,2.67,89.9,25.53
2405,9.62,80.88,99.59929798789648
2406,6.31,68.19,70.59
2407,4.51,82.37,30.07
2408,8.21,83.82,100.0
2409,5.73,96.8,73.06
2410,3.17,89.69,39.74
2411,2.86,72.08,50.87
2412,4.57,64.73,49.479279270023234
2413,8.74,94.13,100.0
2414,1.55,93.84,49.09
2415,2.97,67.01,36.74
2416,9.04,62.49,82.53592577673548
2417,2.1,88.47,26.48
2418,6.67,88.9,80.48
2419,2.92,67.09,48.53
2420,6.45,86.73,81.35
2421,4.45,71.16,70.73989121887698
2422,1.92,70.42,12.26
2423,6.24,72.98,36.69
2424,7.15,80.82,76.52124448857927
2425,7.12,92.18,87.2
2426,6.73,79.95,47.76
2427,5.5,71.92,41.16
2428,5.68,95.36,82.26
2429,6.72,62.2,73.65
2430,7.21,91.88,75.42079833510243
2431,6.89,91.38,70.61
2432,6.28,70.14,37.33
2433,2.4,67.93,49.29
2434,2.9,94.99,54.98
2435,3.34,82.35,39.88
2436,9.28,61.84,80.03
2437,7.83,95.63,56.567290952151225
2438,5.98,73.96,80.76
2439,3.27,73.69,57.46
2440,2.0,85.73,51.13
2441,9.09,86.45,100.0
2442,9.03,74.13,79.78307992896916
2443,2.0,65.73,27.515229466679717
2444,8.17,82.09,93.02
2445,5.02,85.01,68.45
2446,3.92,94.41,77.68
2447,7.65,79.38,105.35145932556338
2448,6.53,85.83,45.87
2449,8.02,62.18,83.92584634877663
2450,1.67,95.78,57.06
2451,3.87,73.09,60.34
2452,3.87,85.29,79.3
2453,3.97,96.64,56.65
2454,5.52,92.42,73.75521000341844
2455,3.55,85.51,60.61
2456,5.0,88.14,28.89
2457,4.31,96.84,57.58
2458,7.62,92.48,88.05029953509907
2459,6.43,84.39,67.30146806350834
2460,6.88,86.35,40.68
2461,2.9,65.89,61.84694840810263
2462,3.93,78.81,71.21
2463,1.19,72.04,39.81
2464,1.98,77.28,29.26
2465,3.39,86.49,72.11
2466,1.59,65.97,62.62
2467,6.42,60.7,78.84
2468,9.98,75.88,89.27038501167127
2469,1.91,72.89,38.79
2470,8.39,76.82,82.95
2471,2.07,97.25,75.56
2472,7.03,88.28,63.98939510281005
2473,6.79,73.1,75.1
2474,9.12,67.17,95.33
2475,2.03,84.74,38.59
2476,3.84,86.3,66.54
2477,1.82,79.34,48.8
2478,4.67,68.51,44.45
2479,9.2,61.14,83.85
2480,8.03,70.63,68.24612868918379
2481,7.51,78.29,82.79
2482,5.8,91.52,93.2216897380731
2483,8.95,94.15,76.59212692092966
2484,5.04,76.52,53.51
2485,2.35,91.84,81.33
2486,8.54,99.73,95.23
2487,3.52,88.66,40.79
2488,1.48,89.14,42.14
2489,2.13,96.38,70.98
2490,6.48,73.53,77.91892688147765
2491,6.46,60.45,86.81
2492,3.34,99.48,53.31
2493,7.54,79.62,91.55
2494,7.96,91.43,85.52
2495,9.28,92.5,98.73
2496,6.26,75.9,76.8
2497,8.01,81.65,89.26
2498,7.78,81.6,87.33
2499,3.32,68.81,61.25
2500,3.79,64.71,70.13780044288845
2501,5.31,81.74,52.74
2502,1.17,64.81,34.97
2503,3.68,73.84,47.2
2504,5.26,67.44,63.06
2505,1.97,88.28,55.496904979440274
2506,2.14,94.88,51.68
2507,5.17,83.12,43.45
2508,7.58,76.41,84.35
2509,8.5,99.87,98.03
2510,5.92,60.85,53.68
2511,5.27,72.17,25.32
2512,4.46,71.15,31.01
2513,2.74,74.25,46.52
2514,2.32,69.22,54.67
2515,8.13,70.57,66.39297404184482
2516,5.19,70.31,54.34
2517,8.11,80.23,92.01712075502287
2518,7.34,75.64,65.96695533136885
2519,2.75,85.57,40.02
2520,5.59,80.58,54.13
2521,5.0,67.34,69.0
2522,4.81,92.4,63.35
2523,5.88,78.89,69.77
2524,9.84,66.13,83.7
2525,8.32,66.68,94.2
2526,9.13,91.88,100.0
2527,1.27,88.12,43.85
2528,2.26,80.26,45.46
2529,1.76,72.24,53.32768514713702
2530,3.37,78.42,44.76
2531,4.98,85.46,61.99
2532,6.78,95.17,97.93
2533,5.51,82.23,37.8
2534,9.13,71.07,84.48037862507898
2535,9.46,61.71,100.0
2536,2.47,67.02,37.86
2537,8.68,86.01,100.0
2538,5.34,66.42,34.75
2539,5.08,79.26,74.46
2540,8.06,87.96,94.97
2541,1.84,72.33,39.24
2542,8.94,86.76,77.96803814272724
2543,7.04,83.24,99.13
2544,8.88,77.56,96.55591487914546
2545,9.95,95.89,100.0
2546,5.66,87.68,57.98
2547,1.84,74.42,48.25
2548,2.5,92.17,34.3
2549,3.91,89.52,54.44
2550,1.93,91.67,53.66
2551,8.34,85.64,73.31661823610779
2552,3.67,75.17,27.91
2553,9.78,73.94,91.05579986828936
2554,7.32,86.17,100.0
2555,2.56,65.24,56.06115485945377
2556,5.28,92.8,61.13
2557,5.2,74.81,64.13
2558,5.43,85.21,69.42
2559,5.82,79.96,71.0
2560,1.28,80.77,43.66276867122591
2561,7.18,89.52,85.17863089272731
2562,5.38,85.07,77.35
2563,8.12,70.01,85.22
2564,8.34,62.97,84.72
2565,3.07,93.61,58.1
2566,1.44,95.4,74.17959432393532
2567,7.33,66.58,64.05454833082683
2568,9.8,72.38,93.73
2569,5.02,71.29,64.43
2570,3.34,97.5,33.84
2571,2.41,68.19,14.48
2572,3.59,66.66,65.89
2573,3.95,67.27,59.33788002746097
2574,4.81,89.19,47.81
2575,6.9,95.52,82.99
2576,3.46,75.73,37.17
2577,1.46,65.44,42.53
2578,4.36,83.43,56.09
2579,8.7,68.4,95.49
2580,5.49,62.57,70.14
2581,9.68,95.45,94.14368861149572
2582,5.53,94.83,74.51
2583,3.48,99.04,76.02
2584,2.74,78.96,49.5
2585,7.25,71.76,94.59
2586,5.83,90.79,46.68
2587,6.44,67.22,67.9
2588,7.8,69.73,51.0410003710849
2589,7.53,70.23,73.22539477135086
2590,1.39,98.06,60.88418877051268
2591,8.22,89.19,88.09
2592,5.79,65.35,49.19
2593,4.53,63.71,59.95
2594,5.84,93.71,43.44
2595,6.51,92.09,56.26
2596,2.35,86.84,79.41
2597,4.76,67.84,41.35
2598,4.02,79.21,85.80097484701058
2599,4.15,84.11,96.29
2600,1.82,97.29,38.65
2601,2.44,66.78,24.03
2602,2.46,80.62,43.98
2603,4.36,66.31,65.61
2604,9.05,77.75,93.43
2605,2.85,68.01,59.07
2606,4.75,93.45,77.56
2607,3.8,70.19,66.29
2608,8.09,76.68,68.88
2609,1.45,76.31,7.16
2610,2.77,94.65,69.09
2611,2.9,90.31,76.57
2612,9.94,62.3,85.49837818759713
2613,6.14,62.68,43.66
2614,2.25,82.05,28.48
2615,3.45,77.11,57.75
2616,2.51,71.02,49.92
2617,2.12,91.7,59.98
2618,8.17,65.15,57.63896348405606
2619,5.46,98.96,63.87
2620,6.68,60.96,55.571482008003045
2621,3.98,64.73,69.56
2622,5.98,72.45,79.37
2623,3.32,80.37,35.59
2624,3.77,68.65,60.19
2625,6.87,89.45,69.96
2626,2.35,74.3,36.95
2627,6.55,61.54,79.17
2628,8.67,95.11,104.19771869098848
2629,2.08,97.75,39.35
2630,9.08,84.74,100.0
2631,1.72,92.26,31.11
2632,4.14,64.84,39.19
2633,6.49,70.75,90.19
2634,6.03,73.01,74.59
2635,1.87,98.43,27.51160935050821
2636,8.19,80.49,93.81927771668728
2637,9.76,60.3,108.29491423313756
2638,2.63,75.21,57.480485504354725
2639,9.06,60.31,83.99889364351083
2640,6.01,69.51,68.32
2641,9.42,78.19,86.4024761620395
2642,2.58,72.94,63.03
2643,8.13,61.31,88.41
2644,1.54,64.65,37.45
2645,8.95,82.04,83.87262701516076
2646,7.07,87.82,69.18
2647,4.33,76.18,73.9
2648,2.71,89.26,72.3
2649,8.35,66.53,79.25729131796389
2650,6.43,64.88,36.56
2651,4.24,93.58,68.98
2652,4.99,73.57,66.89768982968918
2653,8.44,77.29,82.05
2654,4.05,97.9,66.56
2655,1.81,76.96,50.42
2656,9.2,60.14,72.69303396022511
2657,4.49,97.52,75.84
2658,4.14,60.56,33.72
2659,2.84,86.49,34.22
2660,9.08,72.92,76.36284380941089
2661,2.96,78.82,56.9
2662,6.73,81.89,93.56051152983478
2663,8.93,76.34,56.45831823009436
2664,1.31,90.97,22.73
2665,8.46,97.23,94.92768856639016
2666,4.7,63.46,79.59
2667,6.92,92.01,83.73
2668,4.35,65.15,40.07
2669,7.26,63.21,101.51571068214665
2670,3.29,98.23,40.86
2671,1.2,79.57,40.84
2672,9.53,66.1,100.0
2673,1.15,82.8,46.22
2674,8.42,70.53,92.91
2675,2.52,78.57,73.81
2676,4.53,84.99,44.87
2677,8.4,94.77,100.0
2678,2.85,60.12,49.24
2679,8.79,68.57,61.05053316663829
2680,5.48,63.85,61.55
2681,4.3,63.88,45.69
2682,6.96,97.83,74.96
2683,4.07,97.44,39.86
2684,4.13,89.97,84.64
2685,7.6,85.72,75.96
2686,3.79,93.92,53.31
2687,2.81,62.34,48.56
2688,8.27,64.78,67.7540139324898
2689,8.25,72.68,59.73612467815817
2690,5.48,93.3,43.08
2691,5.74,78.89,66.74
2692,7.26,80.14,97.75
2693,5.58,69.17,33.18
2694,4.75,85.94,63.87
2695,9.95,95.51,100.0
2696,2.33,73.18,31.67
2697,6.33,84.77,90.42
2698,8.97,73.28,83.49
2699,7.18,91.71,71.43325776235503
2700,8.93,79.0,100.0
2701,4.03,73.58,66.48
2702,3.45,76.8,65.59
2703,8.66,63.65,79.6
2704,4.55,94.64,86.74
2705,7.39,98.32,78.57
2706,2.33,79.1,37.22
2707,7.8,68.85,64.9179606049263
2708,5.94,86.59,86.67
2709,3.42,78.1,41.71
2710,5.45,70.09,82.24
2711,7.27,61.54,76.3116704499441
2712,1.11,95.59,50.51
2713,6.74,91.87,91.05
2714,5.87,93.16,55.51
2715,2.98,77.59,67.03
2716,7.78,90.13,100.0
2717,3.73,83.25,71.82
2718,3.49,74.99,33.45
2719,5.24,93.71,59.58
2720,7.09,99.95,100.0
2721,9.36,95.97,100.0
2722,2.27,91.05,47.83
2723,4.57,89.9,71.76
2724,1.6,86.01,47.2
2725,7.83,94.14,85.79
2726,5.03,79.72,52.29
2727,7.36,67.27,82.70377419795211
2728,3.9,90.72,62.49
2729,8.6,96.78,75.79920165065329
2730,5.81,73.65,69.47587293441899
2731,9.49,91.32,78.59406562128649
2732,1.71,70.95,59.16
2733,5.63,97.7,44.677671904828046
2734,7.9,87.34,90.22
2735,6.4,82.77,60.99
2736,1.21,91.19,48.49
2737,9.75,92.53,100.0
2738,3.68,95.69,53.34
2739,3.24,96.04,44.86
2740,5.37,62.11,49.41
2741,5.88,64.92,58.52
2742,7.9,93.04,100.0
2743,4.54,97.84,73.7
2744,4.96,72.31,35.12
2745,5.81,60.34,62.24
2746,4.55,72.91,42.8
2747,9.23,75.31,92.76
2748,8.66,90.44,89.83
2749,5.09,61.9,32.32
2750,1.0,68.51,50.83
2751,9.11,95.76,93.23
2752,2.12,66.19,64.65
2753,3.2,90.37,38.42
2754,2.37,74.45,58.64
2755,2.62,86.51,62.45
2756,8.23,62.95,92.18
2757,6.22,71.46,85.83020035636137
2758,9.6,76.99,83.56
2759,3.08,94.29,68.37
2760,5.37,82.54,38.12
2761,9.8,61.81,77.83318092658962
2762,8.44,92.07,98.32
2763,7.56,62.18,72.87769897681379
2764,2.7,97.37,49.19
2765,7.92,68.47,100.0
2766,4.13,79.52,60.22760500552311
2767,5.77,62.89,59.37
2768,6.48,82.47,80.58
2769,6.48,79.89,88.19
2770,7.54,76.41,57.753568789668726
2771,6.96,61.42,73.53
2772,1.62,95.16,36.53
2773,5.12,92.11,87.22
2774,6.98,85.32,73.41
2775,3.66,82.89,65.58
2776,3.82,87.8,56.98
2777,2.12,65.76,26.11
2778,4.77,97.31,56.32
2779,9.88,71.39,92.03
2780,3.57,86.26,44.98
2781,5.78,84.27,56.35
2782,7.69,85.46,100.23528649522476
2783,1.12,95.16,66.22
2784,9.1,71.84,79.59380363842534
2785,4.48,89.96,88.76
2786,8.82,83.94,81.87589181377322
2787,1.35,63.04,34.47
2788,2.31,76.57,48.36295716678066
2789,3.9,93.52,78.68
2790,4.11,72.61,65.67
2791,8.63,79.29,80.98226752360662
2792,1.1,79.55,64.53
2793,6.77,84.72,81.07
2794,2.18,95.36,31.73
2795,8.41,66.94,83.28
2796,8.01,80.18,94.6
2797,5.5,76.97,66.84054471557441
2798,2.91,71.84,56.07
2799,6.71,96.78,100.0
2800,2.41,60.33,48.72
2801,2.71,64.88,29.63
2802,6.64,89.33,62.75
2803,9.92,70.54,98.57
2804,9.02,88.93,100.0
2805,6.34,93.29,89.25
2806,5.85,70.18,43.11
2807,9.99,67.68,100.0
2808,5.93,65.81,42.09
2809,4.78,68.0,81.93
2810,9.19,70.69,69.40010862943153
2811,3.11,94.75,55.6
2812,1.88,90.8,41.24
2813,6.71,60.07,73.88
2814,1.86,94.96,36.48
2815,4.36,63.15,78.43
2816,4.81,86.21,83.77
2817,5.93,66.06,82.8927068041039
2818,9.92,62.49,82.15862050201862
2819,2.99,90.39,45.95
2820,4.38,78.69,56.81
2821,2.19,83.96,58.72
2822,6.47,77.01,85.85
2823,7.55,62.69,59.58288194216652
2824,5.34,89.58,56.71
2825,3.21,92.81,51.11
2826,6.59,61.66,68.44
2827,5.85,75.03,34.27
2828,2.54,82.29,30.8
2829,4.65,84.21,56.37
2830,4.92,83.13,74.63
2831,9.84,87.72,89.96
2832,8.64,98.67,92.62
2833,7.61,75.62,89.39
2834,9.0,82.26,90.7
2835,7.62,87.96,89.08710313742662
2836,9.13,83.7,91.16
2837,1.49,75.47,34.02
2838,5.1,84.96,77.52
2839,7.72,86.0,83.47853300893276
2840,6.25,83.4,64.01
2841,2.58,68.2,72.96
2842,4.06,80.24,71.88
2843,3.86,95.37,36.91
2844,3.35,94.74,42.3
2845,4.09,90.03,67.76
