student_id,age,gender,stress_level,social_activity
2039,16,Female,Medium,2.58
2040,22,Female,Medium,2.2
2041,20,Male,High,0.09
2042,23,Female,Medium,4.0
2043,23,Male,Low,3.36
2044,24,Male,High,3.25
2045,22,Female,High,4.05
2046,16,Female,Medium,4.64
2047,18,Female,High,1.95
2048,23,Male,Medium,2.13
2049,18,Female,Medium,4.88
2050,23,Female,Low,3.32
2051,16,Female,Medium,4.26
2052,20,Male,Low,1.11
2053,19,Other,Low,1.59
2054,20,Female,High,1.96
2055,23,Female,High,1.58
2056,19,Male,Low,4.42
2057,19,Male,Low,2.56
2058,18,Male,Medium,4.77
2059,22,Male,Medium,1.61
2060,18,Female,Medium,0.19
2061,18,Male,Medium,0.69
2062,20,Male,Medium,1.09
2063,20,Male,Medium,3.2
2064,21,Male,High,0.91
2065,23,Male,Medium,1.91
2066,21,Female,High,3.98
2067,16,Female,Low,0.62
2068,23,Male,High,0.4
2069,23,Male,High,2.7
2070,24,Male,Low,3.49
2071,24,Male,High,4.55
2072,17,Female,Medium,3.31
2073,17,Female,Medium,4.73
2074,18,Female,Medium,1.22
2075,16,Female,Medium,1.71
2076,19,Male,Low,4.2
2077,19,Female,Medium,4.06
2078,24,Female,Medium,3.32
2079,24,Female,High,2.53
2080,24,Male,Low,0.09
2081,22,Female,Medium,1.4
2082,17,Female,Medium,0.79
2083,20,Female,High,0.26
2084,19,Male,Medium,3.88
2085,23,Female,Medium,0.66
2086,17,Female,Medium,1.79
2087,21,Female,Medium,4.89
2088,20,Female,Low,2.05
2089,17,Female,Medium,0.71
2090,16,Male,Low,3.45
2091,23,Female,Medium,4.05
2092,17,Male,Medium,1.4
2093,22,Female,Medium,4.05
2094,24,Male,Medium,1.36
2095,24,Female,Medium,3.47
2096,23,Female,Medium,0.62
2097,24,Female,Low,2.14
2098,17,Female,Low,2.6
2099,21,Female,Low,3.63
2100,19,Female,Medium,3.25
2101,19,Male,Medium,4.27
2102,20,Male,Medium,0.92
2103,18,Male,Low,3.31
2104,16,Male,Medium,0.64
2105,23,Female,Medium,2.39
2106,20,Female,High,2.62
2107,18,Female,Medium,0.14
2108,22,Male,Medium,0.35
2109,22,Male,High,4.2
2110,16,Female,Medium,1.43
2111,24,Female,Low,1.73
2112,17,Male,High,3.2
2113,20,Female,Low,1.1
2114,20,Female,Medium,0.96
2115,23,Male,Medium,2.11
2116,23,Female,Low,0.29
2117,22,Male,Medium,4.58
2118,22,Female,Medium,4.7
2119,21,Male,High,2.24
2120,21,Male,Medium,1.05
2121,24,Female,Low,2.35
2122,21,Male,Low,0.5
2123,17,Female,Low,1.99
2124,17,Male,Low,0.37
2125,20,Male,Medium,3.53
2126,19,Male,Medium,1.38
2127,17,Female,Low,2.6
2128,18,Female,Low,0.07
2129,22,Male,Medium,2.62
2130,23,Female,High,0.02
2131,21,Female,Medium,4.63
2132,20,Female,Medium,2.51
2133,16,Female,Medium,0.5
2134,23,Female,Medium,1.71
2135,18,Female,Medium,0.23
2136,21,Male,Low,2.65
2137,18,Male,Low,0.61
2138,22,Male,Low,2.37
2139,22,Male,High,1.53
2140,24,Female,High,3.81
2141,20,Male,Medium,2.41
2142,23,Male,Medium,4.24
2143,23,Female,Medium,4.71
2144,16,Male,Low,4.85
2145,20,Male,Medium,1.3
2146,18,Male,High,3.84
2147,16,Female,Low,2.19
2148,19,Male,Low,2.13
2149,23,Male,Low,4.34
2150,18,Female,Medium,0.73
2151,17,Female,Low,2.39
2152,24,Female,Medium,2.96
2153,20,Female,High,0.33
2154,22,Male,Medium,4.32
2155,17,Male,Medium,1.57
2156,24,Male,Medium,3.28
2157,24,Male,Medium,4.64
2158,19,Male,Medium,3.6
2159,19,Male,Medium,4.43
2160,21,Female,Low,0.35
2161,21,Female,Medium,2.46
2162,16,Male,Medium,2.82
2163,24,Female,Medium,3.45
2164,17,Male,Medium,0.58
2165,20,Male,Medium,3.28
2166,24,Female,Low,0.73
2167,19,Male,Medium,0.34
2168,18,Male,Medium,2.35
2169,22,Male,Medium,3.0
2170,21,Female,Medium,4.79
2171,23,Female,Medium,3.49
2172,18,Male,Low,2.96
2173,20,Female,Medium,1.07
2174,19,Female,Medium,0.76
2175,19,Female,Medium,3.04
2176,19,Female,High,1.11
2177,23,Male,Low,3.53
2178,21,Male,Medium,0.57
2179,18,Female,Medium,1.7
2180,20,Female,Low,3.87
2181,21,Female,Medium,4.16
2182,20,Female,Low,1.73
2183,21,Female,Medium,1.03
2184,23,Female,Medium,4.79
2185,22,Female,High,3.81
2186,20,Female,Low,4.04
2187,21,Female,Medium,1.11
2188,19,Male,Low,2.12
2189,24,Male,Medium,0.34
2190,19,Female,Medium,0.55
2191,16,Female,High,1.1
2192,22,Female,Medium,1.52
2193,22,Female,Low,4.99
2194,19,Male,Medium,2.11
2195,18,Male,Medium,3.49
2196,23,Female,Low,4.52
2197,20,Male,Medium,1.23
2198,22,Male,High,0.72
2199,19,Male,Medium,1.22
2200,19,Male,Medium,4.41
2201,23,Female,Low,3.33
2202,23,Male,Medium,2.26
2203,17,Female,Medium,4.1
2204,17,Male,Low,1.18
2205,18,Female,Medium,1.2
2206,18,Male,Medium,2.84
2207,16,Female,Low,3.95
2208,18,Female,Medium,1.3
2209,21,Male,Medium,1.05
2210,23,Female,Medium,2.37
2211,21,Female,Medium,0.67
2212,20,Male,Medium,3.74
2213,19,Male,Medium,2.89
2214,18,Female,Low,2.56
2215,19,Female,Medium,4.36
2216,22,Male,Medium,3.66
2217,16,Male,Low,0.75
2218,22,Female,Medium,2.1
2219,16,Female,Low,1.61
2220,17,Female,Medium,4.01
2221,19,Male,Medium,3.6
2222,16,Female,High,2.36
2223,24,Male,Medium,4.12
2224,21,Male,Low,2.05
2225,16,Female,Medium,4.02
2226,16,Other,Medium,0.16
2227,21,Male,Medium,0.67
2228,19,Male,High,3.78
2229,19,Female,Low,0.57
2230,21,Female,Low,3.42
2231,22,Female,Low,3.62
2232,24,Female,Medium,3.31
2233,20,Male,Medium,4.09
2234,24,Other,Low,2.56
2235,19,Female,High,4.49
2236,17,Female,Low,2.85
2237,18,Female,Low,2.54
2238,16,Female,Medium,2.55
2239,21,Male,High,4.56
2240,21,Male,Low,1.22
2241,16,Female,Low,3.48
2242,18,Male,High,1.21
2243,20,Male,Medium,0.46
2244,18,Female,Medium,4.77
2245,18,Female,Medium,0.65
2246,18,Male,Medium,3.43
2247,20,Female,Low,2.12
2248,20,Female,Low,4.19
2249,19,Female,Medium,3.87
2250,16,Female,Medium,0.72
2251,20,Male,Low,2.34
2252,20,Male,Medium,0.14
2253,19,Male,Low,2.15
2254,21,Female,High,3.5
2255,19,Female,High,1.16
2256,22,Female,Low,4.05
2257,22,Female,Low,0.27
2258,17,Female,High,0.17
2259,18,Female,Medium,0.14
2260,16,Male,Medium,1.4
2261,23,Male,Medium,2.34
2262,24,Female,Low,0.54
2263,19,Male,Medium,4.98
2264,21,Male,Low,5.0
2265,24,Female,Medium,2.6
2266,21,Male,High,2.84
2267,24,Female,Low,4.63
2268,19,Male,Medium,3.85
2269,23,Male,Low,0.84
2270,24,Male,High,3.96
2271,19,Female,Medium,1.15
2272,20,Male,Medium,2.15
2273,23,Female,Medium,2.66
2274,21,Female,Low,3.58
2275,22,Female,Medium,0.75
2276,18,Male,Medium,0.38
2277,22,Male,High,4.33
2278,23,Female,Medium,4.13
2279,21,Female,Low,2.62
2280,24,Other,Low,3.31
2281,21,Male,Low,3.6
2282,24,Female,High,2.38
2283,19,Male,Medium,1.29
2284,23,Male,Low,2.41
2285,19,Male,Medium,4.75
2286,17,Male,Low,4.19
2287,24,Female,High,2.33
2288,20,Male,Low,1.13
2289,19,Female,Low,4.45
2290,17,Male,Low,3.19
2291,16,Female,Medium,2.02
2292,22,Male,Low,0.56
2293,21,Male,High,3.76
2294,17,Male,Low,1.58
2295,23,Male,Medium,3.03
2296,19,Female,Medium,2.85
2297,23,Male,Medium,3.5
2298,22,Female,Medium,2.69
2299,20,Male,Medium,3.15
2300,23,Female,Medium,0.41
2301,24,Female,High,3.33
2302,20,Male,Medium,0.97
2303,20,Male,Medium,1.96
2304,17,Male,Low,2.56
2305,20,Female,Medium,3.43
2306,18,Male,Medium,3.71
2307,22,Female,Medium,3.52
2308,20,Female,Low,0.48
2309,23,Female,Low,1.93
2310,16,Female,High,1.4
2311,18,Female,Medium,1.99
2312,18,Male,Low,3.23
2313,24,Female,High,0.96
2314,20,Female,Medium,2.51
2315,24,Male,Medium,4.42
2316,24,Female,Medium,3.66
2317,16,Male,Low,3.63
2318,17,Female,Medium,4.24
2319,20,Female,Low,2.0
2320,19,Male,Low,3.8
2321,24,Female,Medium,0.29
2322,22,Male,Medium,0.28
2323,21,Male,Medium,1.66
2324,22,Male,Medium,0.98
2325,16,Female,Medium,2.59
2326,16,Male,Medium,0.92
2327,23,Male,Medium,4.88
2328,17,Female,Low,4.26
2329,24,Male,Medium,4.91
2330,22,Male,Low,4.04
2331,21,Male,Low,4.76
2332,16,Male,Medium,1.84
2333,16,Male,Medium,2.49
2334,17,Male,Medium,1.2
2335,21,Other,High,3.18
2336,21,Female,Medium,3.94
2337,17,Male,Medium,2.49
2338,16,Male,Medium,1.48
2339,20,Male,Low,2.54
2340,20,Female,Medium,0.31
2341,17,Male,Medium,3.61
2342,21,Male,Medium,2.26
2343,24,Female,Medium,4.49
2344,17,Male,Medium,4.62
2345,17,Male,High,0.63
2346,18,Female,Medium,4.98
2347,22,Female,Medium,4.85
2348,21,Male,High,3.14
2349,23,Female,High,4.13
2350,23,Male,Medium,0.09
2351,21,Female,Medium,4.85
2352,18,Female,Medium,2.28
2353,18,Female,Medium,4.55
2354,16,Female,High,1.93
2355,22,Female,Medium,3.94
2356,20,Female,Medium,2.09
2357,19,Female,Low,1.81
2358,19,Male,Medium,4.73
2359,19,Male,Low,3.5
2360,21,Female,Medium,4.2
2361,23,Female,Medium,2.72
2362,23,Male,Medium,4.59
2363,20,Female,Medium,3.7
2364,21,Female,Medium,0.36
2365,19,Other,Medium,3.83
2366,24,Female,High,0.09
2367,23,Male,Low,4.15
2368,16,Male,Medium,1.66
2369,17,Male,Medium,2.99
2370,24,Male,Low,3.75
2371,23,Female,Low,3.18
2372,18,Female,High,3.36
2373,23,Female,Low,4.46
2374,16,Female,Medium,1.87
2375,19,Male,Medium,2.74
2376,18,Male,Medium,0.87
2377,21,Male,Low,2.34
2378,22,Male,High,0.75
2379,19,Female,Low,3.17
2380,22,Male,Medium,1.62
2381,24,Male,High,4.3
2382,17,Male,Medium,1.72
2383,18,Female,Medium,1.43
2384,20,Male,Medium,2.46
2385,18,Female,Medium,0.88
2386,23,Male,Medium,1.02
2387,23,Female,Medium,3.92
2388,23,Male,High,2.49
2389,24,Female,Medium,1.03
2390,19,Female,Medium,0.16
2391,20,Female,Low,2.33
2392,20,Female,Medium,3.71
2393,23,Male,Medium,1.76
2394,22,Male,Low,1.24
2395,24,Male,Medium,1.98
2396,23,Female,Low,4.8
2397,17,Male,Medium,2.12
2398,19,Male,High,1.3
2399,21,Female,Medium,2.85
2400,17,Female,Medium,4.05
2401,22,Male,Medium,0.11
2402,18,Female,Medium,2.79
2403,18,Female,Low,4.18
2404,17,Male,Low,1.08
2405,23,Male,Low,4.61
2406,21,Female,Medium,2.89
2407,16,Female,Low,2.58
2408,16,Male,Medium,4.82
2409,22,Male,Medium,0.65
2410,23,Female,Medium,3.7
2411,20,Female,Medium,4.09
2412,20,Female,Low,2.44
2413,19,Male,Medium,0.03
2414,21,Male,Medium,2.62
2415,21,Female,Low,0.77
2416,18,Male,Low,2.81
2417,24,Other,Low,3.69
2418,22,Female,Medium,2.66
2419,16,Male,Low,3.15
2420,22,Female,Medium,0.52
2421,20,Male,Medium,0.49
2422,20,Female,Low,4.25
2423,17,Male,Low,0.25
2424,19,Male,Low,1.42
2425,21,Female,High,4.69
2426,22,Female,Low,2.29
2427,20,Male,Low,3.37
2428,24,Female,Medium,1.11
2429,18,Male,Medium,1.35
2430,16,Male,High,2.55
2431,19,Male,Medium,3.19
2432,24,Male,Low,4.8
2433,19,Male,Medium,2.87
2434,17,Male,Low,0.48
2435,20,Male,Low,1.83
2436,18,Male,Medium,1.22
2437,24,Male,High,1.27
2438,19,Female,Medium,2.53
2439,21,Male,Medium,1.58
2440,17,Female,Medium,1.45
2441,21,Female,Medium,4.84
2442,18,Female,High,2.92
2443,24,Female,Low,1.31
2444,17,Female,High,1.38
2445,24,Male,Medium,4.06
2446,20,Female,Medium,4.43
2447,23,Female,Low,3.4
2448,17,Female,Low,2.16
2449,21,Female,Low,3.82
2450,18,Male,Medium,4.69
2451,20,Female,Medium,0.83
2452,23,Female,Medium,4.31
2453,16,Male,Low,4.24
2454,20,Male,Medium,1.83
2455,18,Female,Low,1.46
2456,19,Female,Low,2.83
2457,17,Female,Low,1.36
2458,24,Female,Low,0.73
2459,18,Male,Low,4.77
2460,17,Male,Low,2.46
2461,24,Male,Medium,2.36
2462,22,Male,Medium,0.63
2463,21,Male,Medium,2.52
2464,16,Male,Low,3.71
2465,20,Female,Medium,1.24
2466,18,Female,Medium,1.84
2467,16,Male,Medium,0.89
2468,19,Male,Low,1.78
2469,17,Male,Medium,4.31
2470,17,Female,Medium,1.19
2471,18,Male,Medium,0.15
2472,23,Male,High,2.68
2473,23,Female,Medium,2.9
2474,22,Female,Medium,1.64
2475,21,Male,Low,3.21
2476,24,Male,Medium,0.19
2477,19,Male,Medium,1.7
2478,16,Female,Low,0.72
2479,23,Female,High,1.15
2480,22,Male,Low,1.91
2481,22,Female,High,2.47
2482,18,Male,Medium,0.47
2483,19,Male,High,0.51
2484,24,Male,Low,3.37
2485,21,Female,Medium,2.02
2486,20,Male,High,0.88
2487,18,Male,Low,1.17
2488,24,Male,Low,3.6
2489,20,Male,Medium,0.26
2490,20,Female,Low,2.54
2491,19,Male,Medium,1.8
2492,19,Male,Medium,4.06
2493,16,Female,High,3.95
2494,22,Female,Medium,3.45
2495,24,Female,Medium,1.92
2496,18,Female,Medium,3.16
2497,17,Male,High,3.2
2498,18,Female,Medium,1.66
2499,16,Female,Medium,4.4
2500,21,Male,Medium,4.92
2501,22,Female,Low,1.57
2502,17,Male,Medium,4.01
2503,23,Other,Low,2.5
2504,21,Female,Medium,2.32
2505,19,Female,Medium,1.93
2506,20,Female,Medium,1.46
2507,23,Female,Low,4.6
2508,18,Male,High,3.7
2509,18,Male,High,2.2
2510,19,Male,Medium,3.76
2511,16,Male,Low,3.59
2512,24,Female,Low,1.34
2513,23,Male,Medium,0.88
2514,23,Male,Medium,4.18
2515,21,Female,High,4.06
2516,22,Female,Medium,4.98
2517,21,Male,Low,0.1
2518,24,Male,High,2.7
2519,18,Male,Low,3.51
2520,18,Female,Medium,2.91
2521,18,Male,Medium,3.55
2522,18,Female,Low,0.69
2523,24,Male,Medium,0.01
2524,19,Male,Medium,0.47
2525,22,Female,Medium,1.9
2526,24,Male,Medium,1.64
2527,22,Male,Medium,4.37
2528,24,Male,Low,0.42
2529,18,Female,Medium,2.21
2530,19,Female,Medium,4.79
2531,23,Male,Medium,2.51
2532,21,Male,Medium,0.66
2533,20,Male,Low,1.46
2534,19,Female,Low,3.13
2535,23,Female,Medium,0.06
2536,16,Female,Low,4.84
2537,24,Female,Medium,2.83
2538,16,Male,Low,3.52
2539,23,Male,Medium,2.49
2540,19,Male,High,4.79
2541,24,Male,Medium,2.95
2542,20,Male,Low,3.31
2543,18,Female,Medium,4.3
2544,24,Female,Low,4.31
2545,24,Female,High,0.14
2546,19,Male,Low,1.42
2547,19,Female,Medium,1.23
2548,23,Female,Low,0.03
2549,17,Female,Medium,4.38
2550,24,Male,Medium,1.59
2551,21,Male,Low,1.73
2552,24,Male,Low,0.5
2553,23,Male,Low,4.95
2554,22,Female,High,4.13
2555,16,Male,Medium,2.86
2556,18,Male,Medium,3.86
2557,17,Female,Medium,3.89
2558,20,Female,Medium,3.28
2559,20,Male,Medium,0.87
2560,20,Female,Low,3.6
2561,19,Male,Low,2.85
2562,20,Male,Medium,3.62
2563,18,Male,Medium,2.72
2564,16,Female,Medium,4.78
2565,20,Female,Low,3.14
2566,24,Male,Medium,2.87
2567,24,Female,High,4.21
2568,19,Male,High,1.9
2569,18,Female,Medium,1.58
2570,16,Male,Low,2.52
2571,17,Male,Low,2.92
2572,23,Female,Medium,1.1
2573,16,Female,Medium,3.41
2574,23,Male,Low,4.01
2575,22,Male,Medium,2.89
2576,23,Male,Low,2.61
2577,21,Male,Low,1.47
2578,24,Female,Low,4.55
2579,18,Other,Medium,3.77
2580,19,Male,Medium,2.4
2581,21,Male,Low,3.3
2582,23,Female,Medium,1.68
2583,20,Male,Medium,0.3
2584,18,Female,Medium,1.02
2585,21,Male,Medium,0.4
2586,19,Female,Low,2.54
2587,24,Female,Low,3.11
2588,18,Female,High,1.9
2589,19,Female,Low,2.65
2590,22,Male,Medium,0.43
2591,22,Female,Medium,3.85
2592,19,Female,Low,0.16
2593,21,Male,Medium,3.17
2594,18,Male,Low,2.17
2595,21,Male,Low,0.92
2596,17,Male,Medium,2.62
2597,23,Male,Low,3.9
2598,17,Female,Medium,2.07
2599,22,Male,Medium,1.84
2600,24,Female,Low,0.71
2601,16,Male,Low,2.97
2602,23,Male,Medium,4.14
2603,22,Female,Medium,2.81
2604,21,Female,Medium,0.83
2605,21,Male,Medium,3.31
2606,21,Male,Medium,0.15
2607,24,Male,Medium,4.19
2608,17,Female,Medium,4.61
2609,16,Female,Low,2.99
2610,21,Male,Medium,4.41
2611,23,Female,Medium,0.42
2612,18,Female,Low,1.14
2613,16,Male,Low,1.59
2614,24,Other,Low,3.87
2615,16,Female,Medium,2.42
2616,18,Male,Medium,1.74
2617,23,Male,Medium,0.79
2618,18,Male,High,4.05
2619,19,Male,Medium,0.1
2620,23,Female,Medium,1.69
2621,16,Male,Medium,1.21
2622,21,Female,Medium,0.65
2623,16,Female,Low,0.86
2624,16,Female,Medium,2.47
2625,23,Female,Low,2.13
2626,19,Male,Medium,2.59
2627,16,Male,Medium,3.64
2628,22,Female,Medium,4.46
2629,20,Male,Medium,0.59
2630,20,Male,Medium,0.41
2631,16,Female,Low,1.6
2632,21,Female,Low,2.73
2633,24,Male,Medium,0.5
2634,24,Female,Medium,3.58
2635,23,Female,Low,2.78
2636,20,Male,High,3.74
2637,16,Male,High,1.79
2638,24,Female,Medium,2.01
2639,16,Male,Low,4.04
2640,23,Male,Medium,1.34
2641,20,Female,High,1.91
2642,18,Female,Medium,0.07
2643,22,Male,High,2.78
2644,22,Male,Medium,4.26
2645,24,Male,Low,0.14
2646,22,Other,High,3.07
2647,18,Male,Medium,4.23
2648,16,Female,Medium,2.47
2649,23,Female,High,1.57
2650,18,Male,Low,4.98
2651,23,Other,Medium,0.32
2652,23,Female,Medium,1.05
2653,20,Female,High,4.43
2654,16,Male,Medium,1.49
2655,22,Female,Medium,4.1
2656,20,Female,High,1.67
2657,23,Other,Medium,4.06
2658,24,Male,Low,3.43
2659,22,Female,Low,2.34
2660,22,Male,Low,2.61
2661,16,Male,Medium,0.89
2662,19,Male,Medium,0.58
2663,17,Female,High,3.58
2664,17,Male,Low,4.24
2665,17,Female,Low,3.61
2666,19,Other,Medium,4.56
2667,16,Male,Medium,4.45
2668,19,Female,Low,3.89
2669,17,Male,Medium,4.49
2670,20,Male,Medium,0.84
2671,18,Female,Medium,3.66
2672,23,Female,Medium,3.77
2673,19,Female,Medium,0.77
2674,16,Female,Medium,4.55
2675,16,Male,Medium,0.04
2676,18,Male,Low,2.17
2677,24,Female,Medium,0.11
2678,22,Male,Medium,2.62
2679,17,Male,High,2.06
2680,24,Female,Medium,3.12
2681,17,Male,Medium,3.83
2682,18,Male,Low,3.84
2683,17,Female,Low,3.61
2684,18,Female,Medium,0.51
2685,21,Female,Medium,2.09
2686,24,Female,Medium,4.08
2687,24,Male,Medium,3.27
2688,22,Female,High,3.41
2689,18,Female,High,1.13
2690,19,Male,Low,1.63
2691,21,Male,Medium,4.78
2692,20,Female,Medium,4.23
2693,17,Female,Low,0.82
2694,21,Female,Medium,2.72
2695,18,Female,Medium,2.45
2696,23,Female,Low,2.22
2697,17,Other,Medium,2.35
2698,16,Female,Medium,3.21
2699,24,Male,Low,4.84
2700,18,Female,Medium,4.38
2701,16,Male,Medium,4.38
2702,22,Female,Medium,3.52
2703,20,Female,Medium,0.09
2704,20,Female,Medium,2.2
2705,16,Female,High,2.56
2706,24,Male,Low,4.21
2707,22,Male,High,4.61
2708,23,Male,Medium,2.26
2709,24,Female,Low,1.5
2710,21,Female,Medium,1.69
2711,20,Female,Low,2.89
2712,21,Male,Medium,1.37
2713,17,Female,Medium,4.55
2714,19,Female,Low,2.09
2715,18,Male,Medium,4.95
2716,22,Female,Medium,0.55
2717,24,Female,Medium,0.94
2718,20,Female,Low,2.56
2719,21,Male,Medium,4.34
2720,17,Female,Medium,1.77
2721,18,Male,Medium,4.19
2722,18,Other,Medium,2.13
2723,24,Male,Medium,4.26
2724,22,Male,Medium,1.39
2725,23,Female,High,2.36
2726,24,Male,Medium,1.39
2727,21,Female,Low,1.08
2728,19,Female,Low,2.11
2729,16,Female,High,1.67
2730,23,Other,Medium,3.94
2731,22,Male,Low,3.74
2732,17,Female,Medium,1.79
2733,23,Male,Low,4.96
2734,20,Male,High,4.87
2735,22,Female,Medium,4.59
2736,19,Male,Medium,2.93
2737,20,Female,Medium,2.06
2738,23,Female,Low,1.57
2739,16,Female,Low,0.08
2740,16,Other,Low,3.16
2741,19,Male,Medium,2.77
2742,18,Female,Medium,3.15
2743,17,Female,Medium,2.88
2744,18,Female,Low,0.69
2745,16,Male,Medium,3.48
2746,16,Female,Low,1.8
2747,21,Male,High,2.58
2748,20,Male,Medium,1.83
2749,23,Female,Low,0.11
2750,17,Female,Medium,4.38
2751,19,Female,High,0.74
2752,23,Female,Medium,2.91
2753,21,Female,Low,4.42
2754,16,Male,Medium,1.11
2755,19,Male,Medium,2.06
2756,16,Male,Medium,1.89
2757,17,Female,Medium,0.45
2758,20,Male,High,2.12
2759,23,Male,Medium,2.4
2760,23,Female,Low,0.13
2761,18,Male,Low,2.44
2762,19,Male,Medium,0.47
2763,21,Female,High,4.46
2764,18,Male,Medium,3.25
2765,17,Male,Medium,0.28
2766,21,Male,Medium,4.14
2767,20,Female,Medium,1.81
2768,20,Female,Medium,1.13
2769,20,Male,Medium,1.27
2770,20,Female,High,2.99
2771,18,Male,Medium,0.41
2772,22,Female,Low,0.29
2773,21,Male,Medium,3.14
2774,19,Female,Medium,4.91
2775,17,Female,Medium,2.42
2776,24,Female,Medium,2.07
2777,16,Male,Low,4.74
2778,19,Male,Low,1.2
2779,16,Female,High,1.2
2780,21,Male,Low,4.53
2781,19,Female,Low,3.23
2782,20,Female,Low,0.27
2783,20,Female,Medium,3.37
2784,24,Male,High,4.1
2785,16,Female,Medium,1.37
2786,17,Female,Low,1.91
2787,21,Female,Medium,0.99
2788,20,Male,Medium,3.17
2789,22,Male,Medium,3.32
2790,18,Male,Medium,0.34
2791,18,Male,Low,3.39
2792,17,Female,Medium,3.29
2793,18,Female,Medium,0.18
2794,16,Male,Low,2.78
2795,20,Female,High,3.07
2796,20,Male,Medium,2.15
2797,22,Male,Medium,4.51
2798,19,Male,Medium,1.64
2799,18,Male,Medium,0.34
2800,16,Female,Medium,3.36
2801,23,Male,Medium,3.03
2802,18,Female,Low,4.95
2803,17,Male,High,1.16
2804,19,Female,Medium,1.98
2805,18,Male,Medium,2.31
2806,16,Male,Low,4.31
2807,18,Male,Medium,2.07
2808,17,Male,Low,3.86
2809,23,Male,Medium,0.78
2810,21,Female,High,2.05
2811,24,Female,Medium,0.77
2812,23,Female,Low,4.75
2813,18,Female,Medium,0.89
2814,20,Male,Low,2.1
2815,22,Male,Medium,0.41
2816,20,Other,Medium,4.61
2817,23,Female,Medium,3.12
2818,20,Female,Low,4.81
2819,16,Female,Low,0.21
2820,20,Male,Medium,0.87
2821,19,Male,Medium,1.9
2822,21,Male,Medium,3.11
2823,18,Male,High,1.65
2824,20,Male,Low,3.56
2825,17,Male,Low,0.83
2826,21,Female,Medium,3.0
2827,21,Female,Low,1.99
2828,20,Female,Low,2.54
2829,21,Female,Low,2.85
2830,22,Male,Medium,0.3
2831,20,Male,Medium,4.62
2832,16,Female,High,3.93
2833,23,Male,Medium,2.21
2834,19,Male,Medium,2.74
2835,24,Male,High,0.16
2836,21,Male,High,2.49
2837,16,Female,Medium,2.13
2838,18,Male,Medium,1.87
2839,18,Female,Low,4.08
2840,19,Female,Medium,0.91
2841,21,Male,Medium,0.88
2842,22,Male,Medium,2.61
2843,19,Male,Low,3.44
2844,21,Male,Low,0.11
2845,16,Female,Medium,2.73
2846,23,Female,Low,1.49
2847,22,Female,Medium,3.78
2848,24,Male,High,2.34
2849,18,Female,High,4.17
2850,17,Female,High,1.98
2851,16,Female,Medium,4.14
2852,18,Female,Medium,3.58
2853,20,Female,Medium,4.14
2854,17,Female,Low,4.06
2855,18,Female,Low,2.43
2856,19,Male,High,1.84
2857,22,Female,Medium,3.83
2858,18,Male,Medium,1.81
2859,24,Male,Medium,0.45
2860,23,Other,High,4.29
2861,19,Female,Medium,1.99
2862,16,Male,Low,0.66
2863,16,Male,Medium,3.23
2864,16,Male,Medium,4.45
2865,16,Female,Medium,4.3
2866,23,Female,High,2.77
2867,18,Female,High,0.44
2868,21,Female,Low,3.48
2869,18,Male,Medium,3.04
2870,20,Female,Medium,1.05
2871,22,Male,Low,4.5
2872,17,Female,High,0.43
2873,21,Female,Low,1.87
2874,21,Female,Medium,0.47
2875,18,Male,Medium,4.56
2876,21,Male,Low,0.18
2877,20,Male,High,2.13
2878,17,Female,Medium,4.31
2879,24,Male,High,1.26
2880,23,Male,Low,0.53
2881,18,Male,Medium,0.64
2882,23,Female,Medium,2.02
2883,24,Male,Low,2.14
2884,18,Female,Medium,3.59
2885,18,Female,Low,1.19
2886,17,Female,High,3.51
2887,23,Male,Low,4.99
2888,16,Male,Low,4.32
2889,23,Male,Low,3.18
2890,22,Male,Medium,4.7
2891,22,Male,Medium,4.96
2892,18,Female,Low,2.85
2893,16,Male,Low,1.37
2894,19,Female,Medium,4.57
2895,24,Male,Medium,4.22
2896,20,Female,Low,0.42
2897,16,Female,Medium,4.68
2898,20,Female,Medium,1.83
2899,23,Female,Low,1.61
2900,23,Female,Low,1.72
2901,20,Female,Low,1.6
2902,24,Male,Low,2.58
2903,16,Female,Medium,2.9
2904,19,Male,Low,2.13
2905,18,Male,Medium,2.06
2906,17,Male,Low,3.69
2907,23,Male,Medium,0.02
2908,22,Male,Medium,4.73
2909,24,Male,Medium,3.57
2910,17,Male,Medium,3.54
2911,19,Female,Low,2.11
2912,21,Male,Low,4.83
2913,18,Female,Low,0.0
2914,23,Male,Low,0.38
2915,18,Female,Medium,4.02
2916,17,Female,Low,3.69
2917,18,Female,Low,1.36
2918,21,Female,Low,2.97
2919,17,Male,Medium,2.66
2920,23,Other,High,2.64
2921,16,Female,Low,2.98
2922,22,Female,Medium,4.97
2923,17,Female,Low,4.94
2924,21,Male,High,4.91
2925,17,Female,Medium,2.74
2926,17,Male,Low,1.59
2927,23,Female,Low,2.8
2928,17,Male,Low,3.11
2929,22,Female,Medium,1.56
2930,18,Male,Low,3.16
2931,23,Male,Medium,3.11
2932,22,Female,Medium,4.52
2933,23,Female,Low,1.19
2934,22,Female,Low,3.49
2935,21,Male,Low,2.25
2936,22,Male,Medium,0.65
2937,20,Female,Medium,1.58
2938,22,Other,Low,0.29
2939,16,Female,Medium,1.6
2940,16,Male,Low,0.35
2941,24,Female,Low,4.63
2942,20,Male,Low,0.51
2943,20,Female,Medium,4.09
2944,18,Male,Low,4.53
2945,20,Male,Low,2.34
