student_id,gaming_hours,gaming_genre
1361,2.28,FPS
1362,3.02,RPG
1363,6.52,FPS
1364,1.43,Casual
1365,0.66,RPG
1366,2.63,Casual
1367,3.4,RPG
1368,4.34,FPS
1369,2.98,Casual
1370,6.32,Casual
1371,0.31,Casual
1372,3.45,FPS
1373,3.06,RPG
1374,5.18,RPG
1375,7.73,FPS
1376,4.08,FPS
1377,7.9,Casual
1378,2.42,FPS
1379,0.25,FPS
1380,1.33,FPS
1381,3.16,FPS
1382,2.53,FPS
1383,0.78,Casual
1384,3.46,Casual
1385,2.7,RPG
1386,0.98,FPS
1387,2.37,Casual
1388,7.09,FPS
1389,2.42,FPS
1390,5.71,FPS
1391,4.9,RPG
1392,3.42,Casual
1393,1.91,Casual
1394,2.95,RPG
1395,4.74,RPG
1396,2.81,FPS
1397,1.72,RPG
1398,0.93,Casual
1399,7.04,FPS
1400,3.52,FPS
1401,5.0,FPS
1402,3.92,RPG
1403,6.98,RPG
1404,4.38,RPG
1405,3.85,Casual
1406,7.4,RPG
1407,5.76,RPG
1408,0.89,Casual
1409,1.42,Casual
1410,6.3,FPS
1411,6.69,RPG
1412,4.36,Casual
1413,4.44,FPS
1414,5.06,Casual
1415,3.51,FPS
1416,5.44,Casual
1417,0.87,FPS
1418,7.69,Casual
1419,6.0,FPS
1420,5.05,FPS
1421,2.53,FPS
1422,1.29,FPS
1423,3.27,Casual
1424,5.29,FPS
1425,5.07,RPG
1426,3.06,RPG
1427,4.91,FPS
1428,6.51,FPS
1429,0.21,FPS
1430,3.6,RPG
1431,6.07,Casual
1432,4.37,Casual
1433,5.21,Casual
1434,4.13,RPG
1435,7.93,Casual
1436,0.44,FPS
1437,3.93,RPG
1438,0.73,FPS
1439,1.28,FPS
1440,3.06,Casual
1441,1.24,FPS
1442,7.71,Casual
1443,7.57,RPG
1444,2.69,FPS
1445,5.12,FPS
1446,4.27,FPS
1447,6.52,Casual
1448,5.02,RPG
1449,0.0,RPG
1450,6.11,FPS
1451,5.97,FPS
1452,4.08,FPS
1453,7.22,Casual
1454,7.27,FPS
1455,4.19,RPG
1456,4.86,RPG
1457,7.97,FPS
1458,2.39,RPG
1459,2.6,Casual
1460,1.46,FPS
1461,7.17,RPG
1462,5.96,Casual
1463,0.85,FPS
1464,7.85,FPS
1465,5.85,FPS
1466,6.8,Casual
1467,0.39,FPS
1468,4.04,FPS
1469,5.59,FPS
1470,4.34,FPS
1471,5.33,FPS
1472,6.54,RPG
1473,2.99,FPS
1474,6.79,Casual
1475,1.3,Casual
1476,2.17,RPG
1477,0.35,Casual
1478,2.92,RPG
1479,3.04,RPG
1480,6.44,FPS
1481,5.23,FPS
1482,3.49,FPS
1483,5.22,FPS
1484,0.42,Casual
1485,1.44,FPS
1486,5.02,FPS
1487,5.13,Casual
1488,6.19,RPG
1489,3.22,RPG
1490,5.78,FPS
1491,5.47,Casual
1492,7.71,FPS
1493,1.72,RPG
1494,4.41,RPG
1495,4.81,RPG
1496,7.99,Casual
1497,1.61,FPS
1498,4.19,Casual
1499,2.77,RPG
1500,4.21,RPG
1501,1.86,Casual
1502,0.38,RPG
1503,4.58,Casual
1504,2.69,FPS
1505,1.46,Casual
1506,2.59,Casual
1507,0.39,Casual
1508,7.6,Casual
1509,4.65,FPS
1510,6.52,RPG
1511,3.38,Casual
1512,7.23,RPG
1513,3.87,RPG
1514,4.59,FPS
1515,3.93,FPS
1516,5.87,RPG
1517,4.53,Casual
1518,2.17,RPG
1519,1.16,FPS
1520,4.85,RPG
1521,3.91,Casual
1522,0.77,RPG
1523,3.16,Casual
1524,4.12,FPS
1525,6.62,Casual
1526,0.61,Casual
1527,2.79,Casual
1528,6.58,Casual
1529,5.19,FPS
1530,2.32,Casual
1531,6.76,RPG
1532,3.95,FPS
1533,3.99,FPS
1534,7.81,FPS
1535,7.58,Casual
1536,2.87,RPG
1537,1.12,RPG
1538,2.61,FPS
1539,0.24,RPG
1540,0.17,FPS
1541,3.16,RPG
1542,7.53,Casual
1543,6.97,Casual
1544,4.09,FPS
1545,4.52,RPG
1546,0.05,RPG
1547,1.72,FPS
1548,0.2,Casual
1549,6.04,RPG
1550,1.17,RPG
1551,6.95,RPG
1552,5.15,FPS
1553,1.84,FPS
1554,1.26,FPS
1555,5.02,FPS
1556,7.21,FPS
1557,5.75,Casual
1558,2.79,Casual
1559,4.7,Casual
1560,2.49,Casual
1561,7.99,Casual
1562,5.99,FPS
1563,4.92,RPG
1564,3.39,FPS
1565,4.95,FPS
1566,2.73,RPG
1567,0.23,RPG
1568,3.16,FPS
1569,7.44,FPS
1570,5.01,FPS
1571,0.67,Casual
1572,7.08,Casual
1573,2.15,Casual
1574,1.95,Casual
1575,2.38,RPG
1576,4.62,FPS
1577,4.36,Casual
1578,3.93,FPS
1579,5.74,FPS
1580,2.53,Casual
1581,6.26,Casual
1582,1.4,RPG
1583,6.26,Casual
1584,5.31,RPG
1585,5.47,FPS
1586,3.85,RPG
1587,5.34,Casual
1588,0.64,RPG
1589,6.81,Casual
1590,0.44,RPG
1591,1.19,RPG
1592,4.61,FPS
1593,5.92,FPS
1594,0.61,FPS
1595,7.37,RPG
1596,7.79,Casual
1597,4.85,Casual
1598,3.85,FPS
1599,5.93,RPG
1600,2.63,RPG
1601,3.95,RPG
1602,7.33,RPG
1603,7.65,FPS
1604,7.42,Casual
1605,2.1,Casual
1606,1.86,FPS
1607,2.38,Casual
1608,3.53,FPS
1609,2.51,FPS
1610,2.99,Casual
1611,4.97,RPG
1612,6.1,FPS
1613,5.88,RPG
1614,6.52,Casual
1615,0.26,Casual
1616,0.38,FPS
1617,6.32,Casual
1618,4.26,Casual
1619,4.63,RPG
1620,0.42,RPG
1621,2.04,FPS
1622,5.11,FPS
1623,6.87,RPG
1624,7.34,Casual
1625,4.0,Casual
1626,4.36,RPG
1627,6.66,Casual
1628,4.3,Casual
1629,4.13,RPG
1630,7.24,FPS
1631,6.32,FPS
1632,7.27,FPS
1633,1.75,FPS
1634,4.2,FPS
1635,6.74,Casual
1636,0.89,FPS
1637,6.36,FPS
1638,1.46,Casual
1639,6.46,Casual
1640,4.9,Casual
1641,1.55,FPS
1642,3.79,RPG
1643,5.46,RPG
1644,5.07,RPG
1645,3.42,RPG
1646,7.19,RPG
1647,4.15,Casual
1648,4.05,FPS
1649,0.5,FPS
1650,7.38,RPG
1651,1.42,RPG
1652,4.23,FPS
1653,6.43,Casual
1654,1.72,RPG
1655,4.22,RPG
1656,1.93,RPG
1657,6.08,Casual
1658,4.51,Casual
1659,6.85,FPS
1660,7.16,FPS
1661,5.19,FPS
1662,5.8,Casual
1663,4.39,RPG
1664,3.08,Casual
1665,5.18,Casual
1666,7.27,RPG
1667,3.33,FPS
1668,2.52,FPS
1669,3.11,FPS
1670,3.48,Casual
1671,0.59,FPS
1672,3.99,RPG
1673,3.95,FPS
1674,4.71,FPS
1675,2.9,FPS
1676,4.9,RPG
1677,7.03,FPS
1678,7.64,RPG
1679,4.67,RPG
1680,0.34,Casual
1681,7.75,Casual
1682,5.65,RPG
1683,2.69,Casual
1684,1.18,FPS
1685,1.15,RPG
1686,1.34,RPG
1687,0.36,FPS
1688,7.22,Casual
1689,4.33,FPS
1690,5.6,FPS
1691,6.62,FPS
1692,6.33,Casual
1693,7.06,FPS
1694,7.74,FPS
1695,3.51,Casual
1696,7.6,FPS
1697,5.79,Casual
1698,0.57,Casual
1699,5.45,RPG
1700,5.49,RPG
1701,7.25,Casual
1702,2.98,RPG
1703,4.68,FPS
1704,0.1,Casual
1705,2.66,FPS
1706,0.5,FPS
1707,4.17,Casual
1708,6.54,FPS
1709,1.65,Casual
1710,4.22,RPG
1711,1.63,Casual
1712,0.97,FPS
1713,4.09,RPG
1714,0.63,FPS
1715,4.7,FPS
1716,0.25,FPS
1717,0.85,FPS
1718,4.4,Casual
1719,4.73,RPG
1720,0.23,RPG
1721,4.59,RPG
1722,6.71,Casual
1723,5.78,RPG
1724,1.05,Casual
1725,4.74,FPS
1726,5.38,RPG
1727,0.3,FPS
1728,6.84,RPG
1729,7.25,FPS
1730,6.8,Casual
1731,6.6,FPS
1732,5.96,RPG
1733,5.07,RPG
1734,5.43,FPS
1735,6.45,FPS
1736,5.3,FPS
1737,2.62,RPG
1738,3.01,RPG
1739,7.18,RPG
1740,0.14,RPG
1741,5.59,RPG
1742,7.64,RPG
1743,5.65,FPS
1744,7.95,RPG
1745,5.5,FPS
1746,0.27,RPG
1747,6.62,Casual
1748,2.28,RPG
1749,3.57,FPS
1750,2.5,FPS
1751,2.15,FPS
1752,3.45,RPG
1753,3.03,RPG
1754,5.07,FPS
1755,6.51,Casual
1756,2.38,FPS
1757,1.71,RPG
1758,5.34,RPG
1759,5.36,RPG
1760,7.21,Casual
1761,0.13,FPS
1762,6.82,FPS
1763,4.17,Casual
1764,4.97,FPS
1765,0.73,Casual
1766,3.46,FPS
1767,1.82,FPS
1768,2.03,RPG
1769,4.03,FPS
1770,6.5,FPS
1771,5.95,Casual
1772,4.73,FPS
1773,4.32,RPG
1774,3.42,FPS
1775,7.78,FPS
1776,4.48,FPS
1777,2.03,FPS
1778,1.84,FPS
1779,4.89,Casual
1780,4.18,RPG
1781,0.06,Casual
1782,6.64,FPS
1783,5.63,FPS
1784,5.29,RPG
1785,0.55,Casual
1786,2.9,FPS
1787,7.48,FPS
1788,6.9,FPS
1789,2.28,FPS
1790,1.26,Casual
1791,3.59,FPS
1792,2.85,FPS
1793,5.46,RPG
1794,7.73,FPS
1795,2.9,Casual
1796,0.5,Casual
1797,7.18,FPS
1798,0.3,RPG
1799,7.62,RPG
1800,5.32,FPS
1801,7.53,RPG
1802,1.6,RPG
1803,0.33,RPG
1804,3.91,Casual
1805,3.6,FPS
1806,2.65,RPG
1807,7.66,Casual
1808,6.58,FPS
1809,5.29,Casual
1810,1.3,FPS
1811,5.87,Casual
1812,5.82,Casual
1813,3.4,RPG
1814,7.4,FPS
1815,1.34,FPS
1816,2.14,FPS
1817,0.51,RPG
1818,6.36,FPS
1819,4.97,RPG
1820,2.52,FPS
1821,1.31,FPS
1822,0.32,FPS
1823,1.33,RPG
1824,3.63,Casual
1825,1.98,FPS
1826,2.07,FPS
1827,7.0,Casual
1828,4.12,FPS
1829,5.83,Casual
1830,0.29,RPG
1831,2.92,FPS
1832,3.83,RPG
1833,1.49,Casual
1834,0.96,Casual
1835,6.96,RPG
1836,7.52,RPG
1837,0.63,FPS
1838,2.79,FPS
1839,7.67,FPS
1840,0.67,Casual
1841,5.15,FPS
1842,7.78,FPS
1843,7.83,RPG
1844,3.77,RPG
1845,1.3,FPS
1846,1.62,FPS
1847,7.12,RPG
1848,7.29,Casual
1849,4.86,RPG
1850,6.13,FPS
1851,5.92,RPG
1852,5.29,RPG
1853,6.62,FPS
1854,5.48,FPS
1855,4.27,Casual
1856,1.9,RPG
1857,5.95,FPS
1858,3.79,FPS
1859,2.36,Casual
1860,6.42,RPG
1861,5.57,Casual
1862,7.5,RPG
1863,1.32,FPS
1864,5.19,Casual
1865,1.95,FPS
1866,7.23,FPS
1867,0.8,FPS
1868,5.25,FPS
1869,6.33,Casual
1870,2.84,RPG
1871,7.63,FPS
1872,6.81,RPG
1873,2.36,RPG
1874,0.06,Casual
1875,2.37,Casual
1876,2.25,FPS
1877,7.12,Casual
1878,7.74,FPS
1879,0.56,FPS
1880,3.77,FPS
1881,4.39,FPS
1882,0.74,Casual
1883,3.02,RPG
1884,2.54,RPG
1885,4.29,Casual
1886,5.29,FPS
1887,5.63,FPS
1888,1.09,RPG
1889,6.5,Casual
1890,5.43,Casual
1891,7.11,FPS
1892,3.59,Casual
1893,7.15,Casual
1894,6.93,FPS
1895,3.51,RPG
1896,3.05,FPS
1897,7.46,RPG
1898,5.72,Casual
1899,7.43,Casual
1900,6.38,RPG
1901,4.87,Casual
1902,0.93,FPS
1903,2.33,FPS
1904,7.75,FPS
1905,2.56,Casual
1906,0.75,Casual
1907,5.66,RPG
1908,5.87,Casual
1909,2.28,Casual
1910,2.38,RPG
1911,3.75,RPG
1912,0.17,Casual
1913,6.31,FPS
1914,2.54,FPS
1915,6.83,FPS
1916,6.42,Casual
1917,5.29,Casual
1918,2.6,FPS
1919,4.13,Casual
1920,3.56,RPG
1921,2.71,RPG
1922,6.79,Casual
1923,3.87,RPG
1924,6.66,RPG
1925,0.84,FPS
1926,1.13,FPS
1927,7.82,RPG
1928,4.7,FPS
1929,4.08,Casual
1930,4.19,RPG
1931,1.72,RPG
1932,5.75,Casual
1933,0.68,Casual
1934,4.59,FPS
1935,4.57,RPG
1936,7.31,Casual
1937,4.21,FPS
1938,1.1,FPS
1939,4.58,RPG
1940,0.73,RPG
1941,1.63,FPS
1942,0.25,RPG
1943,4.11,RPG
1944,0.68,RPG
1945,3.76,Casual
1946,7.46,Casual
1947,5.76,RPG
1948,0.62,RPG
1949,1.79,Casual
1950,5.39,RPG
1951,7.16,Casual
1952,0.26,RPG
1953,6.5,RPG
1954,4.49,FPS
1955,4.37,Casual
1956,7.66,RPG
1957,5.98,Casual
1958,6.8,RPG
1959,2.83,FPS
1960,4.43,RPG
1961,4.92,FPS
1962,2.57,FPS
1963,4.56,FPS
1964,1.89,FPS
1965,1.15,FPS
1966,2.99,Casual
1967,5.91,Casual
1968,7.33,FPS
1969,3.66,RPG
1970,5.14,RPG
1971,0.82,FPS
1972,7.24,FPS
1973,4.55,FPS
1974,6.24,Casual
1975,6.36,Casual
1976,2.05,RPG
1977,4.23,Casual
1978,7.68,RPG
1979,0.72,FPS
1980,5.46,Casual
1981,7.7,FPS
1982,2.4,Casual
1983,6.89,RPG
1984,7.47,RPG
1985,5.98,RPG
1986,1.85,Casual
1987,2.67,FPS
1988,0.29,FPS
1989,6.65,Casual
1990,6.8,Casual
1991,5.06,Casual
1992,2.82,RPG
1993,0.61,RPG
1994,6.02,RPG
1995,5.81,FPS
1996,7.3,Casual
1997,5.84,Casual
1998,6.63,Casual
1999,5.97,RPG
2000,5.05,RPG
2001,3.42,Casual
2002,7.22,Casual
2003,5.21,Casual
2004,3.19,RPG
2005,0.67,Casual
2006,2.33,FPS
2007,4.35,RPG
2008,2.21,FPS
2009,1.77,Casual
2010,4.22,RPG
2011,1.36,FPS
2012,6.4,RPG
2013,3.87,FPS
2014,4.59,FPS
2015,1.18,FPS
2016,2.6,RPG
2017,3.28,FPS
2018,6.47,FPS
2019,6.16,FPS
2020,1.78,FPS
2021,4.93,FPS
2022,1.95,RPG
2023,7.91,RPG
2024,7.62,Casual
2025,4.51,FPS
2026,5.59,Casual
2027,6.41,FPS
2028,5.77,FPS
2029,5.6,FPS
2030,7.67,FPS
2031,4.77,RPG
2032,5.09,Casual
2033,6.79,Casual
2034,5.36,Casual
2035,5.86,Casual
2036,1.87,RPG
2037,2.97,RPG
2038,1.18,Casual
2039,4.05,Casual
2040,3.65,FPS
2041,7.98,RPG
2042,4.89,RPG
2043,6.29,RPG
2044,2.67,Casual
2045,6.65,RPG
2046,4.92,Casual
2047,5.58,Casual
2048,2.36,FPS
2049,4.39,FPS
2050,5.07,FPS
2051,4.71,Casual
2052,7.32,FPS
2053,7.19,RPG
2054,7.77,RPG
2055,5.34,Casual
2056,7.78,FPS
2057,6.66,FPS
2058,2.17,FPS
2059,3.42,RPG
2060,1.91,FPS
2061,0.03,Casual
2062,1.5,FPS
2063,0.03,RPG
2064,5.76,Casual
2065,3.4,RPG
2066,2.5,FPS
2067,6.09,Casual
2068,6.66,FPS
2069,7.8,FPS
2070,5.14,FPS
2071,3.69,FPS
2072,2.44,RPG
2073,1.78,RPG
2074,1.7,RPG
2075,3.27,FPS
2076,7.93,RPG
2077,0.01,FPS
2078,1.58,FPS
2079,1.51,FPS
2080,5.74,RPG
2081,2.82,RPG
2082,3.66,FPS
2083,1.19,Casual
2084,3.24,FPS
2085,0.83,Casual
2086,4.26,FPS
2087,0.78,RPG
2088,6.32,RPG
2089,4.53,RPG
2090,5.79,FPS
2091,3.35,RPG
2092,3.05,Casual
2093,0.79,Casual
2094,4.19,FPS
2095,4.12,FPS
2096,3.74,FPS
2097,5.92,FPS
2098,6.66,FPS
2099,6.01,FPS
2100,1.15,Casual
2101,4.98,RPG
2102,0.64,Casual
2103,5.56,Casual
2104,3.05,RPG
2105,1.06,RPG
2106,6.9,Casual
2107,4.91,RPG
2108,2.84,RPG
2109,0.25,Casual
2110,4.3,FPS
2111,7.39,RPG
2112,4.77,FPS
2113,7.77,Casual
2114,1.09,Casual
2115,4.55,RPG
2116,6.39,RPG
2117,4.2,Casual
2118,0.73,RPG
2119,4.66,Casual
2120,4.89,RPG
2121,5.83,Casual
2122,6.09,RPG
2123,6.17,RPG
2124,5.31,FPS
2125,1.73,FPS
2126,3.23,Casual
2127,6.21,RPG
2128,7.63,RPG
2129,0.63,RPG
2130,4.28,FPS
2131,2.5,RPG
2132,1.8,FPS
2133,4.05,Casual
2134,4.85,RPG
2135,0.08,Casual
2136,6.24,RPG
2137,6.56,FPS
2138,7.72,Casual
2139,1.45,FPS
2140,4.76,RPG
2141,3.41,FPS
2142,2.68,RPG
2143,4.53,FPS
2144,6.26,Casual
2145,0.18,Casual
2146,7.76,Casual
2147,6.48,FPS
2148,6.01,RPG
2149,6.08,Casual
2150,3.11,FPS
2151,6.01,FPS
2152,3.09,FPS
2153,7.19,RPG
2154,1.42,Casual
2155,2.34,RPG
2156,4.41,RPG
2157,2.55,Casual
2158,3.39,RPG
2159,3.94,RPG
2160,6.85,FPS
2161,4.19,FPS
2162,2.9,FPS
2163,1.98,Casual
2164,3.27,Casual
2165,4.13,FPS
2166,5.97,FPS
2167,0.97,Casual
2168,1.77,RPG
2169,3.04,FPS
2170,2.88,FPS
2171,3.13,FPS
2172,6.35,RPG
2173,2.59,FPS
2174,4.02,RPG
2175,4.99,Casual
2176,1.86,FPS
2177,5.75,FPS
2178,4.38,FPS
2179,3.57,RPG
2180,6.48,RPG
2181,1.95,FPS
2182,7.07,FPS
2183,4.49,Casual
2184,4.87,Casual
2185,7.0,FPS
2186,6.54,FPS
2187,4.81,RPG
2188,6.03,FPS
2189,3.47,FPS
2190,4.38,Casual
2191,0.5,FPS
2192,0.72,Casual
2193,6.64,RPG
2194,0.48,FPS
2195,1.36,RPG
2196,6.37,RPG
2197,0.01,FPS
2198,2.26,FPS
2199,4.67,RPG
2200,4.76,RPG
2201,6.22,RPG
2202,4.05,FPS
2203,4.08,Casual
2204,5.8,RPG
2205,3.99,RPG
2206,4.87,RPG
2207,7.18,FPS
2208,3.21,Casual
2209,3.08,FPS
2210,0.03,Casual
2211,4.91,RPG
2212,0.24,Casual
2213,4.03,Casual
2214,6.43,RPG
2215,4.4,Casual
2216,2.16,Casual
2217,6.29,FPS
2218,2.16,FPS
2219,5.86,RPG
2220,4.88,Casual
2221,1.36,RPG
2222,7.24,FPS
2223,1.61,RPG
2224,7.92,FPS
2225,0.06,RPG
2226,2.11,FPS
2227,1.6,RPG
2228,0.11,Casual
2229,5.86,RPG
2230,5.55,FPS
2231,6.34,RPG
2232,2.05,FPS
2233,3.55,Casual
2234,5.27,RPG
2235,3.52,Casual
2236,5.58,Casual
2237,5.07,FPS
2238,0.92,Casual
2239,6.25,FPS
2240,5.77,RPG
2241,5.25,FPS
2242,1.24,FPS
2243,2.14,RPG
2244,3.15,FPS
2245,2.24,FPS
2246,1.82,FPS
2247,6.44,RPG
2248,5.11,FPS
2249,4.52,RPG
2250,1.81,RPG
2251,7.34,RPG
2252,1.53,FPS
2253,6.36,RPG
2254,7.73,RPG
2255,5.82,RPG
2256,7.94,RPG
2257,5.21,FPS
2258,1.74,RPG
2259,1.63,FPS
2260,2.6,FPS
2261,0.06,FPS
2262,5.45,Casual
2263,2.15,RPG
2264,6.52,Casual
2265,2.87,Casual
2266,3.84,Casual
2267,7.73,FPS
2268,1.94,RPG
2269,5.77,RPG
2270,6.04,RPG
2271,1.77,FPS
2272,4.01,FPS
2273,2.8,Casual
2274,6.18,Casual
2275,4.98,RPG
2276,3.81,FPS
2277,6.23,Casual
2278,1.88,FPS
2279,6.03,Casual
2280,6.92,Casual
2281,7.03,RPG
2282,6.27,RPG
2283,3.26,Casual
2284,7.85,RPG
2285,3.04,FPS
2286,5.11,RPG
2287,1.29,FPS
2288,7.84,Casual
2289,5.63,RPG
2290,6.03,FPS
2291,0.53,Casual
2292,6.11,RPG
2293,6.2,RPG
2294,5.37,FPS
2295,2.34,RPG
2296,3.92,FPS
2297,0.88,FPS
2298,3.77,FPS
2299,1.95,FPS
2300,2.79,RPG
2301,1.3,RPG
2302,1.84,RPG
2303,0.61,RPG
2304,7.36,Casual
2305,4.24,FPS
2306,3.17,RPG
2307,4.28,Casual
2308,5.03,FPS
2309,7.38,RPG
2310,1.43,RPG
2311,2.36,FPS
2312,7.81,FPS
2313,2.97,Casual
2314,0.18,RPG
2315,1.18,FPS
2316,0.21,Casual
2317,7.92,Casual
2318,2.23,FPS
2319,7.39,RPG
2320,7.97,RPG
2321,4.8,FPS
2322,0.27,RPG
2323,0.65,FPS
2324,3.85,FPS
2325,3.25,FPS
2326,4.85,Casual
2327,3.51,Casual
2328,7.47,RPG
2329,4.28,RPG
2330,5.55,FPS
2331,7.17,RPG
2332,1.17,FPS
2333,1.84,RPG
2334,0.86,Casual
2335,1.12,FPS
2336,4.1,RPG
2337,2.57,RPG
2338,3.39,FPS
2339,7.86,RPG
2340,1.25,RPG
2341,4.33,Casual
2342,0.79,FPS
2343,2.55,RPG
2344,4.22,Casual
2345,7.57,RPG
2346,3.13,RPG
2347,0.52,FPS
2348,3.11,FPS
2349,1.17,Casual
2350,1.84,FPS
2351,4.94,Casual
2352,0.54,FPS
2353,3.72,FPS
2354,4.88,FPS
2355,3.37,RPG
2356,0.15,Casual
2357,7.88,Casual
2358,2.94,FPS
2359,6.23,FPS
2360,2.61,RPG
2361,3.8,Casual
2362,3.11,FPS
2363,2.74,FPS
2364,0.17,FPS
2365,2.88,RPG
2366,7.12,RPG
2367,5.52,Casual
2368,1.16,FPS
2369,4.73,Casual
2370,7.14,FPS
2371,5.6,FPS
2372,1.19,RPG
2373,6.94,Casual
2374,2.41,FPS
2375,3.63,Casual
2376,4.21,Casual
2377,6.8,FPS
2378,7.45,Casual
2379,7.44,RPG
2380,0.06,Casual
2381,7.38,Casual
2382,0.44,Casual
2383,2.13,FPS
2384,4.12,Casual
2385,3.84,RPG
2386,4.84,RPG
2387,3.84,FPS
2388,7.48,Casual
2389,1.92,RPG
2390,2.19,RPG
2391,7.37,RPG
2392,0.61,Casual
2393,4.88,FPS
2394,5.45,Casual
2395,4.04,FPS
2396,5.55,Casual
2397,1.38,RPG
2398,6.82,RPG
2399,1.12,RPG
2400,3.21,FPS
2401,0.6,RPG
2402,4.36,Casual
2403,5.36,Casual
2404,7.53,FPS
2405,5.91,Casual
2406,4.33,Casual
2407,7.46,FPS
2408,3.83,RPG
2409,4.49,RPG
2410,4.77,FPS
2411,3.28,Casual
2412,6.71,FPS
2413,1.48,RPG
2414,4.44,Casual
2415,5.78,Casual
2416,7.23,FPS
2417,7.07,FPS
2418,4.07,RPG
2419,5.15,Casual
2420,3.15,Casual
2421,3.75,FPS
2422,7.25,RPG
2423,7.45,FPS
2424,7.16,Casual
2425,1.11,FPS
2426,6.8,Casual
2427,7.59,FPS
2428,2.89,Casual
2429,4.15,FPS
2430,6.23,RPG
2431,4.5,RPG
2432,7.95,FPS
2433,3.65,FPS
2434,5.71,FPS
2435,6.34,FPS
2436,3.95,FPS
2437,6.86,RPG
2438,4.37,Casual
2439,3.29,Casual
2440,0.86,FPS
2441,3.15,FPS
2442,5.87,Casual
2443,7.37,RPG
2444,2.01,FPS
2445,2.84,FPS
2446,1.23,FPS
2447,5.53,FPS
2448,7.68,Casual
2449,5.13,FPS
2450,4.94,Casual
2451,4.43,Casual
2452,0.71,Casual
2453,5.84,FPS
2454,4.82,FPS
2455,5.29,RPG
2456,7.19,FPS
2457,6.27,Casual
2458,6.25,FPS
2459,7.42,Casual
2460,7.92,RPG
2461,4.65,Casual
2462,0.87,RPG
2463,3.67,RPG
2464,6.3,Casual
2465,0.22,FPS
2466,0.46,FPS
2467,0.54,FPS
2468,5.85,RPG
2469,4.01,FPS
2470,2.95,FPS
2471,0.84,FPS
2472,5.86,Casual
2473,2.57,RPG
2474,2.12,Casual
2475,5.22,FPS
2476,4.47,Casual
2477,2.9,RPG
2478,5.13,RPG
2479,2.17,FPS
2480,6.36,FPS
2481,1.83,Casual
2482,1.27,Casual
2483,6.26,FPS
2484,5.66,Casual
2485,1.46,FPS
2486,0.93,RPG
2487,6.71,Casual
2488,6.21,FPS
2489,2.62,FPS
2490,5.27,RPG
2491,0.99,RPG
2492,4.06,FPS
2493,0.15,FPS
2494,3.13,Casual
2495,0.6,FPS
2496,3.8,FPS
2497,3.37,Casual
2498,3.56,FPS
2499,0.36,FPS
2500,2.89,Casual
2501,6.05,Casual
2502,2.95,FPS
2503,5.72,Casual
2504,2.96,Casual
2505,3.39,RPG
2506,4.51,RPG
2507,7.61,FPS
2508,0.87,FPS
2509,0.26,RPG
2510,4.86,Casual
2511,7.59,RPG
2512,7.92,FPS
2513,3.87,FPS
2514,3.74,RPG
2515,5.16,RPG
2516,4.45,FPS
2517,5.07,RPG
2518,6.99,Casual
2519,5.97,FPS
2520,3.98,FPS
2521,3.69,FPS
2522,5.12,Casual
2523,3.65,RPG
2524,3.66,RPG
2525,0.13,Casual
2526,1.39,FPS
2527,3.91,FPS
2528,6.58,RPG
2529,2.23,RPG
2530,4.18,FPS
2531,2.76,FPS
2532,0.84,RPG
2533,7.67,Casual
2534,6.84,FPS
2535,0.63,RPG
2536,5.76,Casual
2537,2.78,FPS
2538,7.96,RPG
2539,2.42,RPG
2540,1.91,FPS
2541,4.54,Casual
2542,6.68,Casual
2543,1.54,Casual
2544,5.68,FPS
2545,0.49,Casual
2546,7.35,RPG
2547,0.65,FPS
2548,7.31,FPS
2549,3.93,Casual
2550,3.58,RPG
2551,7.79,Casual
2552,7.92,FPS
2553,5.2,Casual
2554,1.02,FPS
2555,4.05,FPS
2556,4.23,Casual
2557,4.12,FPS
2558,4.56,RPG
2559,0.15,Casual
2560,5.69,Casual
2561,5.7,RPG
2562,0.92,RPG
2563,4.56,RPG
2564,4.55,FPS
2565,5.46,FPS
2566,0.68,FPS
2567,5.01,FPS
2568,2.25,FPS
2569,4.06,FPS
2570,6.19,FPS
2571,5.65,FPS
2572,0.95,RPG
2573,4.73,FPS
2574,7.75,Casual
2575,1.25,Casual
2576,6.82,FPS
2577,5.62,FPS
2578,6.19,Casual
2579,2.26,Casual
2580,2.3,FPS
2581,7.25,FPS
2582,2.88,FPS
2583,0.5,RPG
2584,4.8,Casual
2585,1.0,Casual
2586,6.37,RPG
2587,5.13,Casual
2588,7.0,FPS
2589,6.28,RPG
2590,0.9,FPS
2591,3.05,FPS
2592,6.2,FPS
2593,3.34,RPG
2594,7.78,Casual
2595,5.89,RPG
2596,0.12,FPS
2597,7.04,FPS
2598,0.81,FPS
2599,1.12,FPS
2600,5.88,RPG
2601,6.92,FPS
2602,4.29,Casual
2603,2.31,Casual
2604,2.81,FPS
2605,2.74,RPG
2606,2.61,FPS
2607,1.94,RPG
2608,4.87,Casual
2609,7.2,RPG
2610,2.46,FPS
2611,1.49,Casual
2612,6.71,RPG
2613,5.93,RPG
2614,7.45,RPG
2615,1.32,FPS
2616,1.15,RPG
2617,4.33,RPG
2618,4.92,Casual
2619,3.84,FPS
2620,4.79,FPS
2621,1.44,Casual
2622,3.84,FPS
2623,5.26,Casual
2624,3.46,FPS
2625,5.44,FPS
2626,3.61,FPS
2627,2.67,Casual
2628,2.43,FPS
2629,3.29,FPS
2630,0.18,FPS
2631,5.35,FPS
